,raw_text,clean_text,subjectivity,polarity
737,"MSNBC’s Jason Johnson Hits Biden: If He Thinks McConnell Will Work With Him on Covid Relief, He ‘Hasn’t Learned Anything in the Last 12 Years’ https://t.co/KLhqxS3s65 #SmartNews

TRUE.",msnbc jason johnson hit biden think mcconnell work covid relief learned anything last year smartnews true,1,0
738,"More than 1,000 tweets disappear from Biden OMB nominee Neera Tanden's Twitter feed https://t.co/rp9zvSnzY6 https://t.co/H53ngtablJ",tweet disappear biden omb nominee neera tanden twitter feed,0,2
739,@abbydphillip so you are suggesting that Biden should acknowledge that when he assumes office that McConnell is the alpha dog?  Did you really think about this Tweet when you wrote it?,abbydphillip suggesting biden acknowledge assumes office mcconnell alpha dog really think tweet wrote,0,2
740,"Joe Biden won Georgia again

his 31st straight day of winning https://t.co/0Kz5LpBJxk (via @TheBaxterBean)",joe biden georgia st straight day winning via thebaxterbean,1,1
741,@DavidCornDC Thanks to the Biden WIN!,davidcorndc thanks biden win,1,1
742,@FLOTUS @WhiteHouse The Biden'd will really like the Tennis Courts you built.  I'm sure and Don aren't using them.  Start Packing.,flotus whitehouse biden really like tennis court built sure using start packing,1,1
743,@Crazedkittiesm1 @layi_olusanya @cashmansburner @ArobSZN nobody said he was making fun of biden.,crazedkittiesm layi olusanya cashmansburner arobszn nobody said making fun biden,0,2
744,"@primal_sage @kenmich94 @robertfcbm @itsJeffTiedrich @realDonaldTrump Biden will sell you and I for a buck, Biden only cares about Biden and how much money he can get out of America just like the Clintons and corrupt Obama. Wake up and see the Democratic Party for what they are....power hungry criminals who will do anything to obtain power.",primal sage kenmich robertfcbm itsjefftiedrich realdonaldtrump biden sell buck care much money get america like clinton corrupt obama wake see democratic party power hungry criminal anything obtain,1,0
745,"BREAKING: Biden/Harris just became the first presidential ticket in history to surpass 80 million votes...

Biden 80,033,996 (51.0%)
Trump 73,878,907 (47.1%)

Prior to 2020, no ticket had ever hit 70 million.",breaking biden harris became first presidential ticket history surpass million vote trump prior ever hit,0,2
746,@Acosta No one is happier than #Fauci that #Biden won,acosta one happier fauci biden,0,2
747,@semperdiced No kidding..I for one will be upset if she ends up part of the Fauci/ Biden crew 😔,semperdiced kidding one upset end part fauci biden crew,0,2
748,It sounds like very few voted for Biden if they hard to create that many fake Biden ballots. Sad,sound like voted biden hard create many fake ballot sad,1,0
749,@BNODesk Biden's appointments are a clear indication that he aims to put the best people for each position. I've yet to see a donor or family member in the mix.,bnodesk biden appointment clear indication aim put best people position yet see donor family member mix,1,1
750,"Dr Harris (and it Doc Biden), explain the current rate of transmission of covid in smoke shops? Also how would you like to join NELK?",dr harris doc biden explain current rate transmission covid smoke shop also would like join nelk,0,2
751,@newsmax biden at some point will get rid of wray and hire this clown back,newsmax biden point get rid wray hire clown back,1,0
752,@MiaFarrow I hope Biden has tons of bodyguards watchful of those violent Trump appointees.,miafarrow hope biden ton bodyguard watchful violent trump appointee,1,1
753,"@RudyGiuliani I am a Vietnamese and hope you understand, if Biden is president, sooner or later you will be deprived of the right to simply speak, if you watch us or the Chinese people, you will understand.  Hope you guys wake up.",rudygiuliani vietnamese hope understand biden president sooner later deprived right simply speak watch u chinese people guy wake,1,0
754,@AndyOstroy @realDonaldTrump Trump is not talking to you struggling Americans... Trump is and always been talking to the wealthy! Don’t worry Biden is on the way! Biden is working on policies that helps families!,andyostroy realdonaldtrump trump not talking struggling american always wealthy worry biden way working policy help family,1,1
755,"Why do Pelosi, Schumer, Biden, Harris seem to align so well with Hobbes? ""... we cannot be trusted to govern ourselves. We must be governed by a strong central authority. The masses are wicked...a small group of individuals have been chosen by God to rule. They’re “The Elect.”""",pelosi schumer biden harris seem align well hobbes not trusted govern must governed strong central authority mass wicked small group individual chosen god rule elect,1,1
756,"@newtgingrich @conservmillen After four years of hearing our legally  elected President was illegitimate, we’re supposed to roll over and accept Biden/Harris after this blatant fraud? And think only of the Senate? The battles aren’t mutually exclusive. What’s missing is support from the GOP for the President",newtgingrich conservmillen four year hearing legally elected president illegitimate supposed roll accept biden harris blatant fraud think senate battle mutually exclusive missing support gop,1,0
757,"@RudyGiuliani I have voted Republican in every General election since Nixon. From what I have seen if Biden is inaugurated I will NEVER vote again. We are now  3rd world country and China own us. Start learning to speak 
Mandarin...our Republic is done!",rudygiuliani voted republican every general election since nixon seen biden inaugurated never vote rd world country china u start learning speak mandarin republic done,1,0
758,Joe Biden Makes Quip About Stepping Down From Office After ‘Developing A Disease’ - https://t.co/kTAukwlogP,joe biden make quip stepping office developing disease,0,2
759,These poor people are being harassed daily just for working as election officials. This ticks me off. It ticked me off when it happened to @GSAEmily too! And it didnt even make the news when she brought it up in a letter to Biden. Nobody deserves physical intimidation.,poor people harassed daily working election official tick ticked happened gsaemily didnt even make news brought letter biden nobody deserves physical intimidation,1,0
760,"@merica @jaketapper There is no upcoming Biden administration.  

https://t.co/0yAN5lErwg",merica jaketapper upcoming biden administration,1,0
761,@marklutchman Agree the election needs to be redone properly and no cheating .... if Biden gets in we will feel like it’s Marshall law everyday . So I guess we pick the poison 😢,marklutchman agree election need redone properly cheating biden get feel like marshall law everyday guess pick poison,1,0
762,@julie_kelly2 @DineshDSouza Most of Washington is sighing a breath of relief. Trump was undoing years worth of entrenched work. Notice there are very few republicans still on his side. There is a reason for that. Biden is a return to the status quo. That’s it. Business as usual January 20th.,julie kelly dineshdsouza washington sighing breath relief trump undoing year worth entrenched work notice republican still side reason biden return status quo business usual january th,1,1
763,"@MrGlenCarroll @Salderski @realDonaldTrump And Biden is guy enriching himself and his family with foreign cash using his influence. A guy who sexually assaulted a staffer, incarcerated countless black men and gropes children. I find it unreal someone who served can be so willing to side with corruption",mrglencarroll salderski realdonaldtrump biden guy enriching family foreign cash using influence sexually assaulted staffer incarcerated countless black men grope child find unreal someone served willing side corruption,1,0
764,"@CindyKendrick11 She will wear out the knee pads, if Biden can still get it up.",cindykendrick wear knee pad biden still get,1,0
765,@realDonaldTrump Biden won by far,realdonaldtrump biden far,1,1
766,What? Joe Biden has a history of lying. He dropped out of a past presidential race because of plagiarism. He lied about his academic record &amp; this year he lied about Civil Rights involvement &amp; getting arrested trying to meet Mandela. He is a SERIAL liar.,joe biden history lying dropped past presidential race plagiarism lied academic record amp year civil right involvement getting arrested trying meet mandela serial liar,1,0
767,"@PortlandBureau @fox8news Yeah, thats why we elected biden",portlandbureau fox news yeah thats elected biden,1,1
768,@D4Real8645 @WallaceAndV0mit same for the inauguration shirts that harris and biden are now selling.,real wallaceandv mit inauguration shirt harris biden selling,0,2
769,"American people we must wake up Biden its not stiing from  MR TRUMP they are stling from you ,,,,people dont see democrats are trying to control you     wake wake up",american people must wake biden not stiing mr trump stling dont see democrat trying control,1,0
770,"@JennaEllisEsq Biden won the election on November 3, 2020. After numerous recounts, Biden won the election again. Voter fraud alleged. Lawsuits alleging voter fraud dismissed. THE FBI, DOJ, The Office of the Attorney General, The Dept. Of Homeland Security, and various agencies found no fraud.",jennaellisesq biden election november numerous recount voter fraud alleged lawsuit alleging dismissed fbi doj office attorney general dept homeland security various agency found,1,1
771,Alito Responds To Appeal Asking To Block Biden Win In PA | The Daily Wire https://t.co/gipxBcsYqg,alito responds appeal asking block biden win pa daily wire,0,2
772,@thebradfordfile Biden didn’t know. He’s too far gone. It’s the only way they could pull this off.,thebradfordfile biden know far gone way could pull,1,0
773,@GaSecofState Does the Video of just 4 people staying behind to count vote inspire confidence to you sir?? And that's when Biden takes the lead....,gasecofstate video people staying behind count vote inspire confidence sir biden take lead,1,0
774,i don’t like to get political on here but what is Joe Biden’s plan to make McDonald’s halal ?,like get political joe biden plan make mcdonald halal,1,0
775,"@RudyGiuliani Millions of votes turning up all over the country. In fields, rivers, dumpsters, and other places, all Trump votes thrown away. Biden ballots are still showing up to be counted. https://t.co/13rAFSUdoI",rudygiuliani million vote turning country field river dumpster place trump thrown away biden ballot still showing counted,1,0
776,"@Trumpiscorrupt1 @JRubinBlogger You’re disconnected. Unless by “nil” you mean video tape poll workers working unsupervised after other workers/witnesses went home; oh and less not dismiss the 600-1000 affidavits from eyewitnesses.
Biden’s done!",trumpiscorrupt jrubinblogger disconnected unless nil mean video tape poll worker working unsupervised witness went home oh le not dismiss affidavit eyewitness biden done,1,0
777,@realDonaldTrump Thank you President elect Biden!!!,realdonaldtrump thank president elect biden,1,1
778,"@LindseyGrahamSC @realDonaldTrump In 4 years your 14 year old will be able to vote. From what I have seen we have a very large population of empowered young women on the rise, and young men with more honor and intelligence then the grown men now. 

Let your kids see the truth so they are ready in 4 years.

#Biden",lindseygrahamsc realdonaldtrump year year old able vote seen large population empowered young woman rise men honor intelligence grown let kid see truth ready biden,1,1
779,"@lapp_pierre @JeffTutorials @realDonaldTrump Wow, you buy into Russian propaganda. Biden isn’t hiding. He is acting like a responsible leader unlike Trump who just whines about his loss, hiding from everything else",lapp pierre jefftutorials realdonaldtrump wow buy russian propaganda biden hiding acting like responsible leader unlike trump whine loss everything else,1,1
780,"The Trump administration announced today that it will auction off drilling rights in the Arctic National Wildlife Refuge in just over a month. 

Trump Rushes To Lock In Oil Drilling In Arctic Wildlife Refuge Before Biden's Term | https://t.co/TRqRVtRQUm https://t.co/Klnh4ifjI0",trump administration announced today auction drilling right arctic national wildlife refuge month rush lock oil biden term,0,2
781,@dannysmoothie @ByrShay @YGalanter @realDonaldTrump If your that sure you shouldn't be so against it you should be all for a fair election if tides were changed and Joe biden lost you would be screaming at the sky like when Clinton lost and like Clinton said if Joe lost he shouldn't ever concede no mater what,dannysmoothie byrshay ygalanter realdonaldtrump sure fair election tide changed joe biden lost would screaming sky like clinton said ever concede mater,1,1
782,@jimmyofflagstaf @seanhannity He doesn't need our money ..you are ignorant...are you saying biden didn't ask for money to pay off his debts? Why do you think people are so mad at him right now...his own..lmfao,jimmyofflagstaf seanhannity need money ignorant saying biden ask pay debt think people mad right lmfao,1,0
783,Biden economic adviser Jared Bernstein has proposed a new way of looking at the unemployment rate that could be a game changer. https://t.co/vkrKSh3p1b via @HuffPostPol,biden economic adviser jared bernstein proposed new way looking unemployment rate could game changer via huffpostpol,0,2
784,"@SherryPortz @BlakeleyBartley @HillcrestCardCo Trump is a lame duck.   Nobody cares about Trump.

Biden needs a plan.   Not January 20th.   Now.",sherryportz blakeleybartley hillcrestcardco trump lame duck nobody care biden need plan not january th,1,1
785,"Everyone is mortal as Trump has reminded us. He should have reassigned Fauci to the basement with Biden when he had the chance before this fiasco of an ""election"".
 Lesson learned!",everyone mortal trump reminded u reassigned fauci basement biden chance fiasco election lesson learned,1,1
786,Tom Fitton: AG Barr Gives Pass to Obama-Biden? Trump Should Appoint Special Counsel on #ObamaGate! | Judicial Watch https://t.co/z4J0HEYJXl,tom fitton ag barr give pas obama biden trump appoint special counsel obamagate judicial watch,0,2
787,"@AP Making that decision, Biden already justifies with evidence that he is much more intelligent than the equine beast that  is still in the Whitehouse",ap making decision biden already justifies evidence much intelligent equine beast still whitehouse,1,1
788,Joe Biden couldn’t get 7 thousand votes without cheating,joe biden get thousand vote without cheating,1,0
789,"Wow, @realDonaldTrump lost by 7 million votes or 4.5%. America likes Biden better. Simple.",wow realdonaldtrump lost million vote america like biden better simple,1,1
790,"@A8Call That video corresponds with the data from 12:18 am that night. It was a red flag even before the surveillance video bc so many votes only went to Biden. Now we know why.

https://t.co/NeIe3lXRkt",call video corresponds data night red flag even surveillance bc many vote went biden know,1,0
791,"@TulsiGabbard I have a lot of trouble listening to criticism of the Biden administration from anyone who endorsed him.
You knew the swamp creature were endorsing, but did it anyway.
Why?
To have a Washington future?
Then you are no better than Tanden.",tulsigabbard lot trouble listening criticism biden administration anyone endorsed knew swamp creature endorsing anyway washington future better tanden,1,0
792,@TuckerCarlson Tucker why is no one talking about “THE HAMMER” the whole reason no one tried to campaign. They knew it was in the bag. Biden knew Obama used it the last two elections and that’s why Obama was mad at him for wanting to use it and expose all!,tuckercarlson tucker one talking hammer whole reason tried campaign knew bag biden obama used last two election mad wanting use expose,0,2
793,Got to get rid of both after reading the Hannity tweet that Biden made about if he and Camillia don’t get along he’ll just get sick and quit that means good old what’s your face would be the president we’ve got to get rid of Biden,got get rid reading hannity tweet biden made camillia along sick quit mean good old face would president,1,0
794,"@FoxNews Amazing how Biden relies on the mask mandate even though we've proven over and over again that they don't protect the wearer. It's all a mind game to make people feel better.

We've worn them for months in CA and it's done nothing to the numbers...",foxnews amazing biden relies mask mandate even though proven protect wearer mind game make people feel better worn month ca done nothing number,1,0
795,"In the Venn diagram of Call Your Mother fans and people deeply invested in Biden's COVID response planning, I am the small circle within a bigger circle. Some would call that... a bagel.",venn diagram call mother fan people deeply invested biden covid response planning small circle within bigger would bagel,1,0
796,@0scar1709 @seanhannity Ok Karen. Keep your head in the sand. If Trump won and this was happening to Biden you would be screaming foul for the next 4 years. Biden will be a. Illegitimate president. How do you like it kow?,scar seanhannity ok karen keep head sand trump happening biden would screaming foul next year illegitimate president like kow,1,0
797,"Biden, noting ‘grim’ jobs report, urges quick action on coronavirus aid https://t.co/52VcBmYI1o",biden noting grim job report urge quick action coronavirus aid,0,2
798,@joncoopertweets I really hope Biden considers a pardon for her! So unjust!,joncoopertweets really hope biden considers pardon unjust,0,2
799,"@Jim_Jordan You’re an asshole. You KNOW Joe Biden won. This sucking up to Trump is humiliating. But since you have no self respect I guess you feel nothing. 
PS wear a jacket you wanker.",jim jordan asshole know joe biden sucking trump humiliating since self respect guess feel nothing p wear jacket wanker,1,1
800,"""You don't bring this kind of a lawsuit unless you have evidence to make a claim""
Biden attorney Hamilton on Trump case.",bring kind lawsuit unless evidence make claim biden attorney hamilton trump case,0,2
801,So Happy to Hear that Dr FAUCI will be Joining The Biden Administration,happy hear dr fauci joining biden administration,1,1
802,@RightWingWatch Good has spoken Biden is our president and also God will make sure that democrats win Georgia because there is no place for evil,rightwingwatch good spoken biden president also god make sure democrat win georgia place evil,1,1
803,@realDonaldTrump Thanks Biden,realdonaldtrump thanks biden,1,1
804,Get used to this under Biden.,get used biden,0,2
805,"Biden asks Fauci to stay on, become chief medical advisor in new administration https://t.co/RGZo82gxyq",biden asks fauci stay become chief medical advisor new administration,0,2
806,@NickAdamsinUSA Its time for Biden to confess his extortion of Ukraine.,nickadamsinusa time biden confess extortion ukraine,1,0
807,Coronavirus live news: Biden to ask Americans to wear masks for 100 days as global deaths pass 1.5m https://t.co/YRFOUsLu5F,coronavirus live news biden ask american wear mask day global death pas,0,2
808,I like it! Thank you President-Elect Biden! #diaperdon,like thank president elect biden diaperdon,1,1
809,"@Transition46 Just know that Biden will receive ZERO support from Progressives in any future elections. Since the election that WE HELPED HIM WIN, he's done nothing but give us the finger. WE. ARE. DONE.",transition know biden receive zero support progressive future election since election helped win done nothing give u finger,1,0
810,"@tonyharbin @brent_peabody @Redistrict @ArshiaHomayoun2 The only reason why I think Biden running in 2016 might result in a Trump loss, is cause Hillary would've beaten Biden. Bernie would've gotten in third cause he wouldn't have the anti-Hillary vote and the whole ""DNC rigged it"" myth would've been far weaker after she beat the VP",tonyharbin brent peabody redistrict arshiahomayoun reason think biden running might result trump loss cause hillary would beaten bernie gotten third anti vote whole dnc rigged myth far weaker beat vp,0,2
811,Nancy Pelosi openly admits she's happy to do a COVID relief deal now that Joe Biden is president https://t.co/qBABlClKTT,nancy pelosi openly admits happy covid relief deal joe biden president,1,1
812,"@twnkltwinkle @Lybio @4_DJT @gd49er @chakery @Dav4tru @cuda721 @luvhotch @fookcu_f @SM4USA @7777Pure @mazooma5 @dcgNYC215 @Toddscrypto @Pilotmike787 @MikeCorona18 @floydddunagan @militarysweep2 @Keep_Smiling79 @LikeFineWine63 @TrumpIs86806962 #drellenbrandt #StopTheSteal #StopTheCoup Headline: China Publishes Fake Image of Australian Soldier Beheading Afghan Child (it was really a goat) How different is this, really, from MSM printing/airing Faux-Prez Biden's Fantasy Administration picks? 🐐🐐🐐🐐🐐",twnkltwinkle lybio djt gd er chakery dav tru cuda luvhotch fookcu f sm usa pure mazooma dcgnyc toddscrypto pilotmike mikecorona floydunagan militarysweep keep smiling likefinewine trumpis drellenbrandt stopthesteal stopthecoup headline china publishes fake image australian soldier beheading afghan child really goat different msm printing airing faux prez biden fantasy administration pick,1,0
813,"@ChuckCallesto I voted for Biden in person, my whole family voted for Biden, and my neighborhood.",chuckcallesto voted biden person whole family neighborhood,1,1
814,"Will a Biden administration mean a reduction of trade barriers between the U.S. and China. The answer for investors? Like most questions on trade, it’s a bit nuanced.
 https://t.co/aYiRMV84aT",biden administration mean reduction trade barrier u china answer investor like question bit nuanced,1,0
815,"@CNN 
 If it was actually your job to go there and tell the most difficult stories, you jackasses would have reported on Hunter Biden, but you didn't did you?",cnn actually job go tell difficult story jackass would reported hunter biden,1,0
816,"Dr. Anthony Fauci says he is staying with the National Institutes of Health and will help President-elect Joe Biden’s team with the coronavirus pandemic.
https://t.co/y6rpKpXgwP",dr anthony fauci say staying national institute health help president elect joe biden team coronavirus pandemic,1,1
817,"@Reuters Trump “My Inauguration was bigger, it was the biggest. Biden has no fans and no voters. FRAUD”",reuters trump inauguration bigger biggest biden fan voter fraud,1,0
818,Timing of Large Georgia Ballot Dump for Biden Appears to Coincide with Timing of Mother-Daughter Duo's Election Fraud Scam via @gatewaypundit https://t.co/upZtUKuKjI,timing large georgia ballot dump biden appears coincide mother daughter duo election fraud scam via gatewaypundit,1,0
819,@realDonaldTrump Even if the count was off. Biden still won Nevada.,realdonaldtrump even count biden still nevada,1,1
820,"🇺🇸 

How Biden Can Put the U.S. on a Path to Carbon-Free Electricity 

➡️ https://t.co/FF6TY0MjpA

#energy #climatechange #sustainability #renewables #wind #solar https://t.co/o8r5DdYtVU",biden put u path carbon free electricity energy climatechange sustainability renewables wind solar,0,2
821,Nobody not wearing one now is going yo suddenly listen to Biden.,nobody not wearing one going yo suddenly listen biden,1,0
822,Biden Cheated!!,biden cheated,1,0
823,"@freedom4Dus @FoxmanMusic @realDonaldTrump When did I say I don't? Go right ahead. Just don't do it on taxpayers money because jfc they paid for the last few recounts in Georgia. Enough is enough.

To anyone sane, it's beyond a doubt that Biden won so if Trump wants that audit, he should pay. That's all.",freedom dus foxmanmusic realdonaldtrump say go right ahead taxpayer money jfc paid last recount georgia enough anyone sane beyond doubt biden trump want audit pay,1,1
824,@DickBenedict @PercyHopweather there’s the classism and elitism I love from brunch liberals. Don’t worry we will get many more people who actually care about the rights of POC and fighting racism so you can’t get your bullshit austerity measures with Biden,dickbenedict percyhopweather classism elitism love brunch liberal worry get many people actually care right poc fighting racism bullshit austerity measure biden,1,0
825,"@jsolomonReports OH EFF NO, what an absolute LOSER and FRAUD BIDEN IS",jsolomonreports oh eff absolute loser fraud biden,1,0
826,@FOXNashville NOPE AND BIDEN IS NOT GOING IN AS PRESIDENT......WATCH AND LISTEN TO WHAT I SAY.....GOD IS IN CONTROL OF THIS AND WILL SHOW HIS GREATNESS AND POWERFUL MOVEMENT HERE SHORTLY.....,foxnashville nope biden not going president watch listen say god control show greatness powerful movement shortly,1,0
827,"Biden: Trump attending inauguration is 'of consequence' to the country 

https://t.co/7fzpV2SoHh",biden trump attending inauguration consequence country,0,2
828,Truth 👇 Exactly what GOP/tRump have planned for months shld Biden win  UnAmerican traitors,truth exactly gop trump planned month shld biden win unamerican traitor,1,1
829,@itsJeffTiedrich @realDonaldTrump Bro you obviously didn’t see the streets when the media said joe Biden won! your a joke!!,itsjefftiedrich realdonaldtrump bro obviously see street medium said joe biden joke,1,0
830,Biden to call for 100 days of mask-wearing among first acts amid COVID-19 pandemic https://t.co/3s3WCohjTL,biden call day mask wearing among first act amid covid pandemic,0,2
831,@redsteeze The naked-Biden-dog-rape meme machine is already spooling up.,redsteeze naked biden dog rape meme machine already spooling,1,0
832,@Acosta @Acosta 🤡 caucus 🤡 biden 🤡 Is CNN still for sale??? Cannot believe no one wants to buy it!!,acosta caucus biden cnn still sale not believe one want buy,1,0
833,"@EmeraldRobinson 1: Congrats Joe Biden!
2: Trump lost! Just accept it!
3: What fraud?&lt;--------------- 12/3/20204: 
The fraud was not widespread.&lt;------ 12/4/20202
5: The widespread fraud was not enough to change all those states!
6: Trump lost in the lower courts!
7: SCOTUS stole it from Biden!",emeraldrobinson congrats joe biden trump lost accept fraud lt not widespread enough change state lower court scotus stole,1,1
834,@Blklivesmatter: Rahm failed to pursue justice for Laquan McDonald in Chicago. Garcetti has failed to protect Black communities in LA. We cannot let them be nominated to the Biden-Harris administration.#BlockRahm#BlockGarcetti https://t.co/vJo01ubwmi,blklivesmatter rahm failed pursue justice laquan mcdonald chicago garcetti protect black community la not let nominated biden harris administration blockrahm blockgarcetti,0,2
835,"@SpeakerPelosi But China commies are our friends, not bad guys...per Joe Biden!",speakerpelosi china commie friend not bad guy per joe biden,1,0
836,@clicket @realDonaldTrump Biden 🤣🤣🤣,clicket realdonaldtrump biden,1,1
837,"@DonaldJTrumpJr Investigate what, you moron. Nobody talking abt a Hunter Biden pardon.",donaldjtrumpjr investigate moron nobody talking abt hunter biden pardon,1,0
838,"#Coronavirus — as parts of US face lockdowns &amp; curfews, #Trump would call any #StockMarket high a sign that the economic recovery is well on its way. Can the #Biden moderates detoxify the toxic Trumpian celebration of #IncomeInequality &amp; #WealthInequality? https://t.co/GRR4DIbDKw https://t.co/bIXtL2mIGQ",coronavirus part u face lockdown amp curfew trump would call stockmarket high sign economic recovery well way biden moderate detoxify toxic trumpian celebration incomeinequality wealthinequality,1,1
839,@EricTrump Biden should immediately concede to the President ❤️,erictrump biden immediately concede president,1,1
840,"@GOP @GOPChairwoman tells about the 2 RINOs in Georgia and how they want OUR vote for them? They are already planning on making deals with Fake President-elect Biden while @realDonaldTrump is going to rally tomorrow for Leoffler and Perdue. @LLinWood 

https://t.co/8KcYcn5jaK",gop gopchairwoman tell rinos georgia want vote already planning making deal fake president elect biden realdonaldtrump going rally tomorrow leoffler perdue llinwood,1,0
841,"@sarbaaaazekhaak @anchor_soul @RudyGiuliani @realDonaldTrump Except Biden is not a Mason nor a ""Freemasonry puppet"".",sarbazekhaak anchor soul rudygiuliani realdonaldtrump except biden not mason freemasonry puppet,1,1
842,"President-elect Joe Biden will ask Americans to wear masks for his first 100 days in office. Plus, he's asked Dr. Anthony Fauci to stay on, and optimism is growing for a relief deal in Congress. Here's the latest. https://t.co/XU2oplqsiL",president elect joe biden ask american wear mask first day office plus asked dr anthony fauci stay optimism growing relief deal congress latest,0,2
843,Joe Biden’s Cabinet Is a Lost Cause for the Left | The New Republic https://t.co/ra6lsBiuAK,joe biden cabinet lost cause left new republic,1,0
844,Biden to call for 100 days of mask-wearing https://t.co/Npcl5GwACw,biden call day mask wearing,0,2
845,"Yes,part of Republicans believe Biden stole the elections
And their elected officials will be hypocrites and block everything on things they let Trump slide 
But,nothing new
Same part believed Obama wasnt born in America and he was blocked too
Part of White America is fascist now",yes part republican believe biden stole election elected official hypocrite block everything thing let trump slide nothing new believed obama wasnt born america blocked white fascist,1,1
846,@nadinecarroll @GlibWendell @dasanil @BunRieuLover @ZaidJilani @RudyGiuliani Statistical analysis doesn’t equal fraud especially with personal decisions about voting. All sorts of people decided to vote for Biden. Your statistics argument cannot account for that.,nadinecarroll glibwendell dasanil bunrieulover zaidjilani rudygiuliani statistical analysis equal fraud especially personal decision voting sort people decided vote biden statistic argument not account,1,1
847,@realDonaldTrump Good to see investors continuing to celebrate President-Elect Biden!!,realdonaldtrump good see investor continuing celebrate president elect biden,1,1
848,"@zerohedge Pro mask cultists should be vaccinated first. 

Biden, Obama etc. But they will fake their vaccines with placebos.",zerohedge pro mask cultist vaccinated first biden obama etc fake vaccine placebo,1,0
849,The Trump administration justified postponing presidential transition activities by saying there is “one President at a time.”  Now Trump is planning to hold his own “inauguration” and pretend he’s still President during Biden’s administration.,trump administration justified postponing presidential transition activity saying one president time planning hold inauguration pretend still biden,1,1
850,"@DailyCaller A woman? But, I thought Biden was going to be the first.",dailycaller woman thought biden going first,0,2
851,"@LizzieSeesRed @AshiSalami @America88425177 @RudyGiuliani Oh I don't know, the video in GA, the hundreds of affidavits, the ballot dumps when counting was ""stopped"" that went 138,000 to Biden and 0 Trump. If you don't see it by now you won't.",lizzieseesred ashisalami america rudygiuliani oh know video ga hundred affidavit ballot dump counting stopped went biden trump see,1,0
852,There is no need for fauci or biden. POTUS has this covered.,need fauci biden potus covered,1,0
853,I want to say that my true opinion is that Biden and Harris are of the DEVIL. I read my Bible. All that is happening blows my mind.,want say true opinion biden harris devil read bible happening blow mind,1,0
854,@WhiteHouse @realDonaldTrump Holtz endorsed trump and said President Elect Biden wasn’t a good Catholic.  That’s why he was awarded.,whitehouse realdonaldtrump holtz endorsed trump said president elect biden good catholic awarded,1,0
855,Biden backs up Tanden as Republicans attack her tweets https://t.co/nq70P1Xl3G via @politico,biden back tanden republican attack tweet via politico,0,2
856,"@JoyAnnReid I appreciate what Biden is doing here if I read his game right, but yes we need GA because we cannot get anything done as long as the killer of Democracy is still controlling the Senate.",joyannreid appreciate biden read game right yes need ga not get anything done long killer democracy still controlling senate,1,0
857,@IvanPentchoukov @JoshJPhilipp China and Irán are chiming for Biden to win.,ivanpentchoukov joshjphilipp china ir n chiming biden win,0,2
858,@OANN @CSinclairtv @rpollockDC Ridiculous conspiracy theories. Get over it. Biden won fair and square - per Trump CISA and AG Barr!!,oann csinclairtv rpollockdc ridiculous conspiracy theory get biden fair square per trump cisa ag barr,1,1
859,"President Biden will be normal, sane, and a little boring, in other words wonderful.",president biden normal sane little boring word wonderful,1,0
860,"@GailRRT @atensnut Because the fake news refuses to cover anything that goes against their narrative. To them, Biden won and they are going to die with the lie.",gailrrt atensnut fake news refuse cover anything go narrative biden going die lie,1,0
861,@cierzo1 And i wouldn’t want Biden involved anyway. But i don’t want to see him get in the way either,cierzo want biden involved anyway see get way either,0,2
862,@DoYouEvenLif @MeidasTouch Did @realDonaldTrump #DiaperDonald hand President Joe Biden anymore votes?,doyouevenlif meidastouch realdonaldtrump diaperdonald hand president joe biden anymore vote,1,1
863,"@hfry37 @MLive Yet you voted for an abortion loving Biden/Harris ticket..,,",hfry mlive yet voted abortion loving biden harris ticket,1,0
864,"@JenGriffinFNC AP News may have said so, but name an official government authority that has named Joe Biden president elect? Process is important, I’ve been told that for four years",jengriffinfnc ap news may said name official government authority named joe biden president elect process important told four year,1,0
865,"@Ingveig @JoeBiden @jaketapper Great news?  We’ve been wearing them since March, how did that work out?  It’s all bullshit and he knows it!  F Biden!",ingveig joebiden jaketapper great news wearing since march work bullshit know f biden,1,0
866,"@QueenInYeIIow I'm over it. We have major battles ahead &amp; Bernie is still mostly concerned with defending Biden and the Dems. He listened when we needed someone in power to listen, but it's time to take his advice on making mass movements rather than look to him for help in doing so.",queeninyeiiow major battle ahead amp bernie still mostly concerned defending biden dems listened needed someone power listen time take advice making mass movement rather look help,0,2
867,Former VP Joe Biden says if he ever became President he'd order all Americans to wear a mask for 3 months. #MAGA #Resist #Freedom https://t.co/CfWceGPf9L,former vp joe biden say ever became president order american wear mask month maga resist freedom,0,2
868,Here’s the scheme Trump is using to keep his political appointees in power during Biden’s administration https://t.co/fAQIx4BCv7,scheme trump using keep political appointee power biden administration,1,1
869,@realDonaldTrump Wall Street LOVES JOE BIDEN!!  A real President!!!!,realdonaldtrump wall street love joe biden real president,1,1
870,"@bearcatjase @FoxNews You’re right, this is way worse, let’s harass Biden into calling for an Ultimate Forever Lockdown",bearcatjase foxnews right way worse let harass biden calling ultimate forever lockdown,1,0
