,raw_text,subjectivity,polarity
797,"Biden, noting ‘grim’ jobs report, urges quick action on coronavirus aid https://t.co/52VcBmYI1o",0,2
798,@joncoopertweets I really hope Biden considers a pardon for her! So unjust!,0,2
799,"@Jim_Jordan You’re an asshole. You KNOW Joe Biden won. This sucking up to Trump is humiliating. But since you have no self respect I guess you feel nothing. 
PS wear a jacket you wanker.",1,1
800,"""You don't bring this kind of a lawsuit unless you have evidence to make a claim""
Biden attorney Hamilton on Trump case.",0,2
801,So Happy to Hear that Dr FAUCI will be Joining The Biden Administration,1,1
802,@RightWingWatch Good has spoken Biden is our president and also God will make sure that democrats win Georgia because there is no place for evil,1,1
803,@realDonaldTrump Thanks Biden,1,1
804,Get used to this under Biden.,0,2
805,"Biden asks Fauci to stay on, become chief medical advisor in new administration https://t.co/RGZo82gxyq",0,2
806,@NickAdamsinUSA Its time for Biden to confess his extortion of Ukraine.,1,0
807,Coronavirus live news: Biden to ask Americans to wear masks for 100 days as global deaths pass 1.5m https://t.co/YRFOUsLu5F,0,2
808,I like it! Thank you President-Elect Biden! #diaperdon,1,1
809,"@Transition46 Just know that Biden will receive ZERO support from Progressives in any future elections. Since the election that WE HELPED HIM WIN, he's done nothing but give us the finger. WE. ARE. DONE.",1,0
810,"@tonyharbin @brent_peabody @Redistrict @ArshiaHomayoun2 The only reason why I think Biden running in 2016 might result in a Trump loss, is cause Hillary would've beaten Biden. Bernie would've gotten in third cause he wouldn't have the anti-Hillary vote and the whole ""DNC rigged it"" myth would've been far weaker after she beat the VP",0,2
811,Nancy Pelosi openly admits she's happy to do a COVID relief deal now that Joe Biden is president https://t.co/qBABlClKTT,1,1
812,"@twnkltwinkle @Lybio @4_DJT @gd49er @chakery @Dav4tru @cuda721 @luvhotch @fookcu_f @SM4USA @7777Pure @mazooma5 @dcgNYC215 @Toddscrypto @Pilotmike787 @MikeCorona18 @floydddunagan @militarysweep2 @Keep_Smiling79 @LikeFineWine63 @TrumpIs86806962 #drellenbrandt #StopTheSteal #StopTheCoup Headline: China Publishes Fake Image of Australian Soldier Beheading Afghan Child (it was really a goat) How different is this, really, from MSM printing/airing Faux-Prez Biden's Fantasy Administration picks? 🐐🐐🐐🐐🐐",1,0
813,"@ChuckCallesto I voted for Biden in person, my whole family voted for Biden, and my neighborhood.",1,1
814,"Will a Biden administration mean a reduction of trade barriers between the U.S. and China. The answer for investors? Like most questions on trade, it’s a bit nuanced.
 https://t.co/aYiRMV84aT",1,0
815,"@CNN 
 If it was actually your job to go there and tell the most difficult stories, you jackasses would have reported on Hunter Biden, but you didn't did you?",1,0
816,"Dr. Anthony Fauci says he is staying with the National Institutes of Health and will help President-elect Joe Biden’s team with the coronavirus pandemic.
https://t.co/y6rpKpXgwP",1,1
817,"@Reuters Trump “My Inauguration was bigger, it was the biggest. Biden has no fans and no voters. FRAUD”",1,0
818,Timing of Large Georgia Ballot Dump for Biden Appears to Coincide with Timing of Mother-Daughter Duo's Election Fraud Scam via @gatewaypundit https://t.co/upZtUKuKjI,1,0
819,@realDonaldTrump Even if the count was off. Biden still won Nevada.,1,1
820,"🇺🇸 

How Biden Can Put the U.S. on a Path to Carbon-Free Electricity 

➡️ https://t.co/FF6TY0MjpA

#energy #climatechange #sustainability #renewables #wind #solar https://t.co/o8r5DdYtVU",0,2
821,Nobody not wearing one now is going yo suddenly listen to Biden.,1,0
822,Biden Cheated!!,1,0
823,"@freedom4Dus @FoxmanMusic @realDonaldTrump When did I say I don't? Go right ahead. Just don't do it on taxpayers money because jfc they paid for the last few recounts in Georgia. Enough is enough.

To anyone sane, it's beyond a doubt that Biden won so if Trump wants that audit, he should pay. That's all.",1,1
824,@DickBenedict @PercyHopweather there’s the classism and elitism I love from brunch liberals. Don’t worry we will get many more people who actually care about the rights of POC and fighting racism so you can’t get your bullshit austerity measures with Biden,1,0
825,"@jsolomonReports OH EFF NO, what an absolute LOSER and FRAUD BIDEN IS",1,0
826,@FOXNashville NOPE AND BIDEN IS NOT GOING IN AS PRESIDENT......WATCH AND LISTEN TO WHAT I SAY.....GOD IS IN CONTROL OF THIS AND WILL SHOW HIS GREATNESS AND POWERFUL MOVEMENT HERE SHORTLY.....,1,0
827,"Biden: Trump attending inauguration is 'of consequence' to the country 

https://t.co/7fzpV2SoHh",0,2
828,Truth 👇 Exactly what GOP/tRump have planned for months shld Biden win  UnAmerican traitors,1,1
829,@itsJeffTiedrich @realDonaldTrump Bro you obviously didn’t see the streets when the media said joe Biden won! your a joke!!,1,0
830,Biden to call for 100 days of mask-wearing among first acts amid COVID-19 pandemic https://t.co/3s3WCohjTL,0,2
831,@redsteeze The naked-Biden-dog-rape meme machine is already spooling up.,1,0
832,@Acosta @Acosta 🤡 caucus 🤡 biden 🤡 Is CNN still for sale??? Cannot believe no one wants to buy it!!,1,0
833,"@EmeraldRobinson 1: Congrats Joe Biden!
2: Trump lost! Just accept it!
3: What fraud?&lt;--------------- 12/3/20204: 
The fraud was not widespread.&lt;------ 12/4/20202
5: The widespread fraud was not enough to change all those states!
6: Trump lost in the lower courts!
7: SCOTUS stole it from Biden!",1,1
834,@Blklivesmatter: Rahm failed to pursue justice for Laquan McDonald in Chicago. Garcetti has failed to protect Black communities in LA. We cannot let them be nominated to the Biden-Harris administration.#BlockRahm#BlockGarcetti https://t.co/vJo01ubwmi,0,2
835,"@SpeakerPelosi But China commies are our friends, not bad guys...per Joe Biden!",1,0
836,@clicket @realDonaldTrump Biden 🤣🤣🤣,1,1
837,"@DonaldJTrumpJr Investigate what, you moron. Nobody talking abt a Hunter Biden pardon.",1,0
838,"#Coronavirus — as parts of US face lockdowns &amp; curfews, #Trump would call any #StockMarket high a sign that the economic recovery is well on its way. Can the #Biden moderates detoxify the toxic Trumpian celebration of #IncomeInequality &amp; #WealthInequality? https://t.co/GRR4DIbDKw https://t.co/bIXtL2mIGQ",1,1
839,@EricTrump Biden should immediately concede to the President ❤️,1,1
840,"@GOP @GOPChairwoman tells about the 2 RINOs in Georgia and how they want OUR vote for them? They are already planning on making deals with Fake President-elect Biden while @realDonaldTrump is going to rally tomorrow for Leoffler and Perdue. @LLinWood 

https://t.co/8KcYcn5jaK",1,0
841,"@sarbaaaazekhaak @anchor_soul @RudyGiuliani @realDonaldTrump Except Biden is not a Mason nor a ""Freemasonry puppet"".",1,1
842,"President-elect Joe Biden will ask Americans to wear masks for his first 100 days in office. Plus, he's asked Dr. Anthony Fauci to stay on, and optimism is growing for a relief deal in Congress. Here's the latest. https://t.co/XU2oplqsiL",0,2
843,Joe Biden’s Cabinet Is a Lost Cause for the Left | The New Republic https://t.co/ra6lsBiuAK,1,0
844,Biden to call for 100 days of mask-wearing https://t.co/Npcl5GwACw,0,2
845,"Yes,part of Republicans believe Biden stole the elections
And their elected officials will be hypocrites and block everything on things they let Trump slide 
But,nothing new
Same part believed Obama wasnt born in America and he was blocked too
Part of White America is fascist now",1,1
846,@nadinecarroll @GlibWendell @dasanil @BunRieuLover @ZaidJilani @RudyGiuliani Statistical analysis doesn’t equal fraud especially with personal decisions about voting. All sorts of people decided to vote for Biden. Your statistics argument cannot account for that.,1,1
847,@realDonaldTrump Good to see investors continuing to celebrate President-Elect Biden!!,1,1
848,"@zerohedge Pro mask cultists should be vaccinated first. 

Biden, Obama etc. But they will fake their vaccines with placebos.",1,0
849,The Trump administration justified postponing presidential transition activities by saying there is “one President at a time.”  Now Trump is planning to hold his own “inauguration” and pretend he’s still President during Biden’s administration.,1,1
850,"@DailyCaller A woman? But, I thought Biden was going to be the first.",0,2
851,"@LizzieSeesRed @AshiSalami @America88425177 @RudyGiuliani Oh I don't know, the video in GA, the hundreds of affidavits, the ballot dumps when counting was ""stopped"" that went 138,000 to Biden and 0 Trump. If you don't see it by now you won't.",1,0
852,There is no need for fauci or biden. POTUS has this covered.,1,0
853,I want to say that my true opinion is that Biden and Harris are of the DEVIL. I read my Bible. All that is happening blows my mind.,1,0
854,@WhiteHouse @realDonaldTrump Holtz endorsed trump and said President Elect Biden wasn’t a good Catholic.  That’s why he was awarded.,1,0
855,Biden backs up Tanden as Republicans attack her tweets https://t.co/nq70P1Xl3G via @politico,0,2
856,"@JoyAnnReid I appreciate what Biden is doing here if I read his game right, but yes we need GA because we cannot get anything done as long as the killer of Democracy is still controlling the Senate.",1,0
857,@IvanPentchoukov @JoshJPhilipp China and Irán are chiming for Biden to win.,0,2
858,@OANN @CSinclairtv @rpollockDC Ridiculous conspiracy theories. Get over it. Biden won fair and square - per Trump CISA and AG Barr!!,1,1
859,"President Biden will be normal, sane, and a little boring, in other words wonderful.",1,0
860,"@GailRRT @atensnut Because the fake news refuses to cover anything that goes against their narrative. To them, Biden won and they are going to die with the lie.",1,0
861,@cierzo1 And i wouldn’t want Biden involved anyway. But i don’t want to see him get in the way either,0,2
862,@DoYouEvenLif @MeidasTouch Did @realDonaldTrump #DiaperDonald hand President Joe Biden anymore votes?,1,1
863,"@hfry37 @MLive Yet you voted for an abortion loving Biden/Harris ticket..,,",1,0
864,"@JenGriffinFNC AP News may have said so, but name an official government authority that has named Joe Biden president elect? Process is important, I’ve been told that for four years",1,0
865,"@Ingveig @JoeBiden @jaketapper Great news?  We’ve been wearing them since March, how did that work out?  It’s all bullshit and he knows it!  F Biden!",1,0
866,"@QueenInYeIIow I'm over it. We have major battles ahead &amp; Bernie is still mostly concerned with defending Biden and the Dems. He listened when we needed someone in power to listen, but it's time to take his advice on making mass movements rather than look to him for help in doing so.",0,2
867,Former VP Joe Biden says if he ever became President he'd order all Americans to wear a mask for 3 months. #MAGA #Resist #Freedom https://t.co/CfWceGPf9L,0,2
868,Here’s the scheme Trump is using to keep his political appointees in power during Biden’s administration https://t.co/fAQIx4BCv7,1,1
869,@realDonaldTrump Wall Street LOVES JOE BIDEN!!  A real President!!!!,1,1
870,"@bearcatjase @FoxNews You’re right, this is way worse, let’s harass Biden into calling for an Ultimate Forever Lockdown",1,0
871,@TeamTrump This reminds me of trump lawyer claiming a man came in to dump BALLOTS at 4:30 am with a wagon. Truth was he was bringing in sound equipment. Cult needs to accept JOE BIDEN WON and wear a god damn mask!,1,1
872,@danamcamishRN @realDonaldTrump Biden has not won!!! You in the basement with Biden?? 😂🤣🙄🙄,1,0
873,"Biden wants Fauci to be his chief medical adviser, says he'll ask for 100 days of masks https://t.co/ZNNHttjLCr",0,2
874,"@noahsarkcrypto Man, who could have seen this coming? 

If Biden is president in 2021 and you don't pay up, we aren't friends and I've lost all respect for you

I would have paid you the day networks called it man. This is the equivalent to not paying up on a sports bet bc of the refs",1,0
875,"@AP @CNN Anyone who will wear a mask is already wearing one. Anyone who does not want to, simply will not. 
Harping on mask wearing incessantly simply shows Biden does not know what else to do to get the virus under control.",1,0
876,@realDonaldTrump Thought it would crash if Biden was elected,1,0
877,"@realDonaldTrump Yep, consequence of a Biden victory.",1,0
878,"We care a lot if Biden gets 49% or 55% in a state, but does it matter if 72% or 78% of US support massive increases in spending &amp; regulations for clean infrastructure?",1,0
879,@realDonaldTrump THANK YOU PRESIDENT ELECT JOE BIDEN!,1,1
880,@realDonaldTrump Thanks to President Biden! https://t.co/LGgbo65ENr,1,1
881,@thomaskaine5 @iamLucretiaMott @bjwinnerdavis @WendyMeer11 @WinnerBrittany What Biden not talking about her? .@JoeBiden,0,2
882,"Call to action for the Biden administration and governments everywhere: ""make the upcoming COVID-19 vaccine a People's Vaccine: a global public good, freely and fairly available to all, prioritizing those most in need here at home and around the world."" https://t.co/ERsdXTYALg",0,2
883,"@ZawackiDustin @devibharati @Eveadamsnj @JordanChariton @BernieSanders @CNN “Feet to fire”, “push Biden left” amounts to load of crap it would seem...",1,1
884,"@CharlesPPierce Come on - as a Coloradan - we voted for Biden, Hickenlooper, Colorado Democratic controlled state congress!  This ass got in but don’t put us voters who worked hard down.",1,0
885,The current and future administration needs to clearly communicate about the efficacy of various mask types. Some masks don't do much of anything. #100Days #Trump #Biden,0,2
886,@tweettruth2me Wtf is with her and Biden both? It cramps my neck listening to either of them speak.,1,0
887,@wokebot3 @WalkerBragman Depends on your definition meaningful change.   Biden is going to meaningful change from the last four years.,1,1
888,Joe Biden just revealed what he's going to ask you to do on inauguration day. via FOX NEWS #breakingnews #news #breaking,0,2
889,"@JoeBiden Congratulations, Joe Biden, entering the White House",1,1
890,"@EmeraldRobinson @truthteller1961 @GaSecofState @senatemajldr LYING, CHEATING, BIDEN WILL NEVER BE MY PRESIDENT!",1,0
891,"@realDonaldTrump Hey idiot, Biden got 80,000,000 votes, that is more than your 74 million.  Did you fail math?",1,1
892,@kristinkgl @BrandonStraka DOJ should open investigation if Harris-Biden admin poses conflict of interest e.g. heavy investment on mask-making Chinese companies,1,0
893,@realDonaldTrump Confidence in Biden....,1,1
894,@Acosta I still won't take the vaccine until trump is completely out of the WH. And the Biden administration says it's ok,1,1
895,"@kingslim445 @BagelGrenade @JayelWillow @manavjivan @realDonaldTrump @KLoeffler @sendavidperdue @BrianKempGA It is December!!🤣🤣🤣Exactly, agreed nothing to overturn as BIDEN WON!!!He was elected a MONTH AGO!!!🤣🤣🤣 President Biden-Elect till Jan, then its straight President Biden🤪🤪",1,1
896,"So  Biden's doctor lied about his 'broken foot'?  
CNN Seems it wasn't so bad after all?  MSM GUSHED over how transparent and 'truthful' Joe's doc was ... seems Joe team are liars and were pushing BS !!  Not a good start .. looking for sympathy !!",1,0
897,"@RawStory LYING, CHEATING, BIDEN WILL NEVER BE MY PRESIDENT!",1,0
898,@KellyannePolls I don’t think the Biden administration needs anyone who thought the virus was contained earlier this year,0,2
899,"@KhiveBidenBro Ro Khanna also thinks Joe Biden could just order Medicare for All as president so... 

https://t.co/vnN1ORz512",0,2
900,Computer Shop Owner Who Raised Alarm About Hunter Biden Laptop Found Dead: https://t.co/rwJYVbrVjI,1,0
901,"President-elect Joe Biden will ask Americans to wear masks for his first 100 days in office. Plus, he's asked Dr. Anthony Fauci to stay on, and optimism is growing for a relief deal in Congress. Here's the latest. https://t.co/dlKAEgsNb5",0,2
902,"How to steal an election and hope you don't get caught.
Has anyone asked Joe Biden about this?",1,0
903,Biden eyes defeated candidates for key administration roles https://t.co/mZJYW3Yfrc  Waiting to see @PeteButtigieg in a role !!! @Transition46,0,2
904,Biden plans scaled-back inauguration to avoid spreading coronavirus in crowds https://t.co/zuYd2C0Mhr https://t.co/vT5PvtgAXE,0,2
905,@thehill Didn’t they all vote for Biden?,1,1
906,"@babyfacemagee @kingfaraone @JesseJHerman @Cernovich Umm, I think age is absolutely a problem w Biden.  Also, Biden will only get worse and that mental degradation will then be pinned on Trump in 2024.  I think it’s now or never for DJT.",1,0
907,@DohertyMatt @FulhamTarheel I just want to know if you are still gonna deny the Biden win if that video “evidence” is never shared in court by 45’s amazing legal team.,1,0
908,"@BreitbartNews funny how now the trump losers are trying to paint china as the new enemy after the failed attempt against biden....

can't wait till this failed admin leaves office so the world can live in peace...

CHINA IS LIVING RENT FREE",1,1
909,"@ninaturner @CornelWest @jacobinmag Can anyone find the clip from pre-2020 race from msnbc(?) where West says he loves brother Biden but then says ""let's face it, he's a milquetoast neoliberal gangster with.... and even worse policies..."" and then he holds out his finger like the burn sign? Can't find it lol...",1,0
910,@KathyA70426555 @Dubz__Nation @JennaEllisEsq That's because no one opened the cases. It's impossible to say what was in there. These Republican idiots are getting desperate. Biden IS your President Elect. End of discussion!!!!! https://t.co/Hn2mDBHpx6,1,1
911,Biden Says He’ll Ask All Americans to Wear Masks for 100 Days #SmartNews  https://t.co/Wz8QzgNxqh,0,2
912,@JoeBiden @KamalaHarris Biden concede now (and lawyer up...you will need it!),1,0
913,"@CNN quidJoequo Biden will be snickering behind his mask @ his Fraud Inclusive 
Organization with Obama.",1,0
914,Biden plans scaled-back inauguration to avoid spreading coronavirus in crowds https://t.co/7c2ZjNcDtm,0,2
915,"Biden urges taking coronavirus vaccine, wearing masks but says they shouldn’t be mandatory https://t.co/ueJdEexrHf #FoxNews 

I know of 74 M Americans who would volunteer to personally administer the vaccine to J n K.",1,0
916,@2chaw_hodge @RudyGiuliani I’m certainly not mad Biden won the election. How do you feel?,1,1
917,@realDonaldTrump Donald you should tell them that biden is a child molester,1,0
918,@realDonaldTrump Biden's win! Fuck,1,1
919,@JennaEllisEsq It’s over Biden is president elect,1,1
920,@DuckForPres2020 damn... biden based for a 2nd time?,1,0
921,@realDonaldTrump That’s because it’s responding to BIDEN WINNING,1,1
922,@SueUvino @jessiprincey No way Biden got over 81 million votes! He could not get 20 people to show up to hear him declare his plans. He failed 2 previous times. He did not change now that he is 78! Harris was so disliked she dropped out early for lack of support. #stopthesteal,1,0
923,@HookyGolfer @Bazza__9 There's no way St. Louis County voted in favor of Biden.,1,0
924,@tracybeanz I found a link which I shared on both face book and tweet I hope people se and read it before tweet and Facebook delete it !! It has to do with Biden’s staff and China,0,2
925,"@EricTrump @LaraLeaTrump Back when Kamala Harris was the DA in California, she received the full manifesto of child rape cases known to the Catholic church, and what did she do with it? She hid it, to protect the rapists! She is corrupt to the core just like Joe Biden,chosen by globalist",1,0
926,"@bryceagen @itsJeffTiedrich @realDonaldTrump @CoachLouHoltz88 No, IQ45 is trying to steal the election from Biden. Every time they recount, Biden gets more votes. The silent Majority is tired of the man-baby in the WH. #FreedomWins",1,1
927,"@realDonaldTrump Such great News Mr Biden. The country has become hopeful and confident knowing Trump is leaving! Trump can’t take credit he has been hiding since 11/4.
#TrumpFailed",1,1
928,"@realDonaldTrump Thats not your doing, that's because the stock market is optimistic for Biden as President 😂😂😂😂😂😂 Loser",1,1
929,@realDonaldTrump Joe Biden is restoring economic confidence!,1,1
930,@realDonaldTrump Not sure why you’re so excited. They know Biden is coming and yet they STILL go up... that means it’s not YOU!,1,1
931,"President-elect Biden calls himself a no malarkey guy. So as he picks his Cabinet, we’re asking him to appoint @RepDebHaaland, @repmarciafudge, and @EJinAction. Learn more: https://t.co/uJL8BNmX75 #CabinetClimateTest https://t.co/YXMGWluYAx",0,2
932,"@realDonaldTrump The markets are reacting to Biden's win. They know he will put America on firmer ground as he managed the challenges this country faces, challenges you were unable to manage.",1,1
933,@DanielAbsolute @nattie8859 @LindaHe69970922 @FoxNews Exactly..They’ll be hopping on Boxcars next March if Biden is our President🤷‍♀️,0,2
934,Joe Biden will fix this as soon as he legally can.,1,1
935,"@bondstrategist @treehcapital Everything is lined up for fiscal stimulus so there is overconfidence in markets. Biden, Yellen, Fed all want it. But there is one man standing between you and your future money. That hombre called Mitch 🤦‍♂️😂",0,2
936,"@JonWalkerDC Biden needs to explicitly say ”Trump couldn’t stop COVID, but I did.” Let Republicans lose their minds over it.",1,1
937,"On separated migrant kids, the Biden team faces a hugely complex problem, @ThePlumLineGS and @PaulWaldman1 write https://t.co/b2TeaTgECZ",0,2
938,"@lindyli @Americancrawl Maybe President Biden should seek a recount or audit of those 12. After all, they don’t work correctly.",1,0
939,"@tomekk82 @BriTurner14 @martinshewfelt @itsJeffTiedrich @realDonaldTrump What fight exactly?

You mean that blonde bimbo that lied the other day?

Or the 42 lost court cases (plus 6 reject repeals)?

How about William Barr rejecting Trumps lunacy?

No? How about spending 3 million to give Biden more votes?

Need me to stop and grab you a rare tissue?",1,0
940,"@realDonaldTrump DON’T WORRY, BIDEN IS DOING YOUR JOB SINCE YOU’RE NOT.",1,1
941,@Flattielover @misshellca @LadyOfTheOcean1 @patpatmomat @alshadowdancer @CaliJeff1 @hrt6017 @RKiriluk @ahrehead @PoliticsPot @CunningMarshal @waywardmegan15 @atumpkins11 @kent_nye @JanetteWhittem1 @Emma34770971 @Hurrnot @ShellyRKirchoff @ziggystardad @_Kel_Varnsen_ @JanineVorr @medwoman1 @mathmomma24 @Brian_Alford @SBDSoultrain @skmvy5 @cloudzzz757 @ViragoX @BSHerrle @RightinCA @topleveltroll2 @TrumpSugar @MadlabBT @Fueldog2 @QDecoder @Tizzy2310 @MistressRedWasp @SwoleKyloRen @KattMist @N3ILA_ @chriscr66024638 @zaharias19 @Lovestr50361283 @Theocracidal @GOPkleptocrat @JustJoeKing13 @zaphodbebblebr1 @r0xie_f0x @N3ILA_FH @DigiVorr President-elect Biden wants to give the police $300 million. Unlike the loser who didn’t have a policy giving the police more money. #StopTheStupid,1,1
942,"@luvsdogzz @ConstableCurt @Scaramucci @WhiteHouse You haven't seen corruption, if biden cheats his way into the WH you will see it on a massive scale.",1,0
943,@meredithllee Probably will be appointed to the Supreme Court by Biden😡,1,0
944,Kellyanne Conway acknowledges Biden as apparent winner of the presidential election https://t.co/WGri5Z43A9 https://t.co/NIHgyI9J9f,1,1
945,"@realDonaldTrump @donn904 Thanks to President Joe Biden.🇺🇸
🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸",1,1
946,@washingtonpost @TheRickWilson Just more BS. Biden and his team have a lot of cleaning up to do next year. Everyone who stepped in the way of the transition should be out of a job.,1,1
947,"proud of Pres Elect Biden! how will mcconnell, GOP house/senators &amp; governors, spend next 4 yrs disparaging &amp; obstructing Dem efforts? will they count on support of 70+ who voted 4 trump as relatives get sick &amp; die?😷💯🇺🇸🙏🏽",1,1
948,"@Gardenmorning13 joe biden has not one asked for credit for anything, he has praised scientists and workers and helpers for doing their best in this time. It's obnoxious to want your name on everything.",1,1
949,@realDonaldTrump 2777 Americans died in 24 hours. Not a damn thing from you about that. Thank God your gone soon so someone who cares takes over. Biden won.,1,1
950,"Biden says Fauci will be chief medical adviser

(Via KRON4 News) https://t.co/KVex2y7uAY",0,2
951,"@TVNewsHQ I'm going to call on Joe Biden, to just stay in his basement.",1,1
952,@GenFlynn @lofly727 @BarbaraRedgate @GoJackFlynn @flynn_neill @JosephJFlynn1 @RealMFlynnJr @abigailcfrye @tracybeanz ♥️🇺🇸🙏♥️🇺🇸We have always stood by you General. You were set-up by the corrupt Obama/Biden administration. God Bless you and your family.,1,0
953,Mr.Trump can you run the 🏠 of replucians for Mr.Biden&amp;Ms.Kamala?we might need him to stay 🆙 in the 🏠?his ambition..https://t.co/fmK9M2NP37,1,0
954,"""It took less than a month after Trump’s loss to President-elect Joe Biden for Hudson County officials to change course and reaffirm their detention contract with ICE."" https://t.co/VfYQrk0Jdf",1,1
955,"Joe Biden says he will ask all Americans to wear a mask for the first 100 days of his administration:

“Just 100 days to mask. Not forever. 100 days and I think we’ll see a significant reduction... drive down the numbers considerably.”
 https://t.co/yHDNwCiF7h",0,2
956,"@newsmax @gregkellyusa Biden,  Obama,  Pelosi,  Clinton,  Omar,  ocasio-cortez,  Schumer,  tgey need  to  be thrown  in prison",1,0
957,@9CirclesofH3ll She should have been Biden's running mate. Two peas in a pod.,1,0
958,"President-elect Joe Biden will ask Americans to wear masks for his first 100 days in office. Plus, he's asked Dr. Anthony Fauci to stay on, and optimism is growing for a relief deal in Congress. Here's the latest. https://t.co/bQPJv0ml3C",0,2
959,Joe Biden is a retard,1,0
960,"@ASegway @S8737626 @xoxoPatrioticRN @realDonaldTrump Sworn affidavits mean literally nothing without physical evidence, of which the Trump has exactly none. Every single court case in every single swing state has been laughed out of court for a lack of evidence. Biden won fair and square, suck it up.",1,1
961,"@realDonaldTrump @ChanelRion @OANN Biden - destroyer of the USA...
Go  away !!!",1,0
962,"President-elect Joe Biden will ask Americans to wear masks for his first 100 days in office. Plus, he's asked Dr. Anthony Fauci to stay on, and optimism is growing for a relief deal in Congress. Here's the latest. https://t.co/GL3IH8yBAg",0,2
963,"@SmarTracyyy They are doing their job. Just because you don't like the results of the election, doesn't mean there was fraud. Those who voted for Biden's votes count exactly the same as those who voted for Trump's. To suggest otherwise is disenfranchisement, and it's un-American.",1,1
964,"@Nix3112 @vvsdagger @childishhippy @BigBullyZell @ridalen Trump has 70 million supporters...
Biden has 80 million supporters...
Hell even mass murders have followers...

People like stupid shit... https://t.co/ZtxVXGTh6A",1,0
965,Can`t Biden just fire the board members on the postal board of governors and replace them ?,1,0
966,Dr. Jill Biden: Who is America’s next First Lady? https://t.co/W0HDm9TJPZ,0,2
967,US House Financial Services Chair Waters Recommends Joe Biden Rescind OCC Crypto Guidance https://t.co/UBL725rB79 by @Coindesk 2020-12-04 23:46:15,0,2
968,"@MMFlint @BaselYHamdan Don't you back Biden and the Dem party who recognize a coup puppet, Juan Guaido, as the president of Venezuela instead of Maduro?",1,0
969,That the same people who won’t admit Biden won also want to weigh in on his cabinet picks is just so on-brand for Republicans.,1,1
970,"HUGE: One Batch of 23,000 Ballots All For Biden Identified in Georgia That Were Fraudulent - More than Enough for Trump Win https://t.co/fOaYX2GCgL",1,0
971,"@JayFreedomTO @WOTUSisme @J12Young @JulieBee369 @JackySinAZ @NicoleArbour @AmmConservative @keprdad @liquidlaugh @mrslvandco @popstherock33 @GadSaad @GeraldoRivera @lisachristinect @nani_booboo @DonnatruthGod Something doesn’t make sense to me @SidneyPowell1 @JennaEllisEsq @RudyGiuliani:

Suppose 10 Biden ballots are “run through” 10 times = 100 Biden votes.

10 ballots = 100 votes...

Wouldn’t a hand “recount” reveal
10 ballots? 
and 90 votes illegally / improperly cast?",1,0
972,"Fifty ways to leave the White House

When that you weren’t picked clicks
Climb over that tall wall.
There’s nowhere to hide. 
Biden knows the White House.

Just take a little backpack
or wait for the black jackets 
to without a doubt out
both you and your spouse.",0,2
973,"@prageru I have come to believe these lockdowns are imposed to purposely strain state economies.

These Democrat governors believe Joe Biden will award billions of dollars to them.

This is a calculated abuse of the people by governments who hope to enrich themselves.",1,0
974,@swimmerbr78 The one word Biden said yesterday stands out: chaos,1,0
975,"President-elect Joe Biden will ask Americans to wear masks for his first 100 days in office. Plus, he's asked Dr. Anthony Fauci to stay on, and optimism is growing for a relief deal in Congress. Here's the latest. https://t.co/Y8ov5lSzBU",0,2
976,"NOT JOE'S 1ST SHADY MOVE... ""THE BIDEN FAMILY BUSINESS"" GET RICH SCHEME W/FOREIGN COUNTRIES; CAMPAIGN SPEECH PLAGIARISM; LYING ABOUT HIS COLLEGE RECORD/PAST GOV. EXPERIENCES; CURRENT/PAST RACIST ACTIONS/COMMENTS; CHANGING POLICY POSITIONS. I THINK HE &amp; DEMS WOULD ANYTHING TO WIN! https://t.co/rHYXdRaaP6",1,0
977,@readyinafewdayz @JayFiveK I think like 95% Biden,1,1
978,@charliekirk11 That is a bad situation 😠 they are for Biden anyway.,1,0
979,@MichaelSSmithII I would be 0% shocked if Trump fires Fauci on the way out the door precisely because he's agreed to stay on for the Biden administration.,1,0
980,DISTURBING: Biden Raises Eyebrows after Revealing What’ll Happen to Him ... https://t.co/DJJtzE3ocW via @YouTube,1,0
981,@jasonhillner @jbarro Maine had a major 5 point swing to Biden just like the rest of New England. Collins was an upset b/c polls/the discourse massively understated the amount of Biden-Collins voters and massively overstated how much Kavanaugh/impeachment would hurt her moderate brand,1,1
982,"Whenever a Democrat says, “we must unite! Give Biden a fair chance!” We all know IF Biden took office, MSM would sugarcoat EVERYTHING he does and place him on a pedestal (until Pelosi calls him unfit and Kamala takes office). Might be after all the imposed taxes he makes.",1,0
983,Report: Corrupt Joe Biden would Like to Keep Corrupt Chris Wray as FBI Chief via @gatewaypundit https://t.co/KY5BwXBbhw,1,0
984,@LeeQuinton999 @realDonaldTrump Really do your god dam home work man man man as Biden would say man,1,1
985,"@RustyZeigler1 @Baron_WM @RealGoofyGoon @RepMattGaetz @realDonaldTrump I’m a sore loser when that jerk Obama was more interested in his rally than saving 4 men Benghazi. This Biden been fooling with the Chinese. What do u want me to say to you Happy Trails too you. Going to let in 11,000,000 foreigners. Hope you can AFFORD THEM",1,0
986,"@KanekoaTheGreat @jjauthor LYING, CHEATING, BIDEN WILL NEVER BE MY PRESIDENT!",1,0
987,Joe Biden says Hold my Cane.,1,0
