ID,Tweet Text,Sentiment
6063,need removed office immediately unfit serve people pa state senate going vote biden want give ec vote trump senator doug mastriano resign,negative
6064,well ballot counted happened occur supposed one counting yet huge spike biden course least memory serf correctly bidencheated sorry lost,negative
6065,joe biden go jail sad,negative
6066,hope biden ton bodyguard watchful violent trump appointee,negative
6067,entire story neckbeard bro fairytale start needed biden administration enemy right away could n capitalize,negative
6068,word biden extensive inclusive voter fraud organization,negative
6069,ca n let biden steal white house guy clown,negative
6070,breaking nevada judge denies lawsuit overturn presidential election result trump biden,negative
6071,right fraud joe biden ca n president donald trump via,negative
6072,worse throwing trump bus perdue saying would good senate worked biden pas agenda,negative
6073,biden clothes time hope visual seeing quite old ugly hidin keep talkin away fool wife poorly educated person commits elder abuse one call,negative
6074,nation trump lost biden embarrassed hurt feeling get sorry ca n deny,negative
6075,trump hater find bad really going get biden give america away china need learn hard way stay home republican,negative
6076,urge president elect biden undo damage inflicted america bedrock environmental law wildearth guardian,negative
6077,mr biden n started already va back rude let die organization president trump still charge treat u like shit lyin take,negative
0,right sure bet joe biden president going accept sound familiar,positive
1,great job team biden reinstalling people failed bo admin filling swamp back,positive
2,eu get paid biden win election bet yes,positive
3,huge thanks terrific symposium conversation today climate change solution bipartisanship might lie ahead biden administration watch full session,positive
4,wisconsin moving forward future president joe biden vice kamala harris supreme court ruled lose,positive
5,love take vote swap trump biden pennsylvania jimmy,positive
6,republican n get come long line democrat great grandpa vote often grandpa voted biden,positive
7,spacekitt n corndog would better trump since corrupt president ever forcing everyone orbit spend nearly half day office one property giving job deal buddy biden definitely,positive
8,find vote biden love continue hear announced president elect,positive
9,anti vaxxers trump supporter think majority biden ready get back normal safely,positive
10,fun let say accusation true group offered raffle ticket voted encouraged people vote vote anonymous person candidate choice voter got gift warped trump logic fraud biden,positive
11,biden going cause lot havoc riot country prematurely acting like president elect watch trump win second term better hide basement,positive
12,president elect joe biden plan call american wear mask first day office announced thursday already see man peace wisdom trump spit real christian us evil purpose laugh b,positive
13,thank president biden,positive
14,nomics biden n going although margin victory poor winning democrat nominee think right democrat,positive
15,taking credit least million american would prefer biden responsible distribution vaccine not trump use exact retribution real perceived diseased little mind,positive
16,dr fauci helping cnn exclusive biden say ask american wear mask first day office,positive
17,much honestly think biden use twitter,positive
18,yes biden make free baby,positive
19,ron loved ya soa neither trump biden vaccine,positive
20,joebiden international day people disability every biden harris administration fully committed dignity equity civil right always voice table critical,positive
21,true low performance rd party challenger measure biden strength trump weakness not exogenous variable,positive
22,president elect biden asks dr fauci chief medical advisor outstanding pick expert put trump pandemic mask denying bullshit amp n cave perfect,positive
23,predicts law clear evidence fraud headline news worldwide wow biden,positive
24,retired law enforcement officer agree little worried folk like trump running loose hypocrisy biden playing golf replaces loser,positive
25,not anti israel group radical pro irandeal ikhwan lobby pressing biden fill bureaucracy supporting iranregime hezbollah hamas muslimbrotherhood opposed arabcoalition mideast revolution amp minority,positive
26,wake people governor biden payroll literally think stupid believe free fair election caught camera god sake,positive
27,said week ago biden would win million,positive
28,see maga fan going crowd labeled super spreader hand fuss made biden definitely not suspicious anything,positive
29,requiring lot indictment wo n problem syndney powell amp crew hire legal clerk get typed give year life watch biden company go smoke said done old man,positive
30,breaking news alert biden say ask american wear mask day smartnews,positive
31,biden going cause lot havoc riot country prematurely acting like president elect watch trump win second term better hide basement,positive
32,not wrong biden fought make sure student loan exempt bankruptcy part mess fault fix,positive
33,since last night interview confirmed brian deese pick head nec raimondo withdrawn name consideration sec hhs otherwise enjoy analysis biden pick,positive
34,saw tik tok said couch wall not worry biden tax plan,positive
35,biden talking let watch something interesting looney tune,positive
36,know right crazy social security joke even middle income person save retirement forced survive s horrible amount need raised biden agenda hope something done senior,positive
37,stopped paying attention referred working progressive joe biden administration something interesting win back,positive
38,three dozen new federal regulation encumber incoming biden administration policy change affecting area nuclear proliferation international trade immigration worker safety pollution oil drilling arctic,positive
39,sound may wish diversify source regarding biden trump not credible leader myriad reason much successful msm admit utterly reprobate deeply biased one sided propaganda,positive
40,opposed country citizen enjoy truth china nk iran russia kicking chop biden completes corrupt election,positive
41,breaking joe biden say make wearing face mask mandatory usa citizen first day office covidvaccine facemask,positive
42,probability joe biden winning fair election zero not legitimate president never,positive
43,interview cnn thursday biden also said spoken dr anthony fauci asked stay government top infectious disease expert,positive
44,hundred thousand nevada zombie showed vote biden wow,positive
45,clear evidence fraud headline news worldwide wow biden,positive
46,biden need create new better award trump stench,positive
47,china n purchased dominion paper ballot georgia counted hand matched machine count zero hacking florida us biden really win,positive
48,lol probably right seems little biden trade fan trump,positive
49,super excited invited dream writing libretto biden musical idea creating character call loser,positive
50,ron johnson started business brother sold ceo year david purdue consultant vp sara lee worked reebok haagar clothing joe biden career government employee want,positive
51,cnn exclusive biden say ask american wear mask first day office,positive
52,cnn exclusive biden say ask american wear mask first day office,positive
53,people ask whether not joe biden stamen age younger fauci,positive
54,called election january biden sworn president come back laugh,positive
55,gt breaking exclusive hunter biden russian blackmail photo uncovered russian hollywood via,positive
56,nt brihana joy gray encourage vote leveraging essentially saying want biden lose dems listen u think actually wanted imo following tactic logic goal,positive
57,congratulation joe biden next president time counting,positive
58,new circulating letter among immigration worker right group send biden transition team backing labor secretary su shown visionary innovative leader able maximize impact dol read,positive
59,fun let say accusation true group offered raffle ticket voted encouraged people vote vote anonymous person candidate choice voter got gift warped trump logic fraud biden,positive
60,biden say ask american wear mask day first feel free start though wo n hurt wearamask,positive
61,think biden good person insane,positive
62,new schwarzenegger say would absolutely help biden administration,positive
63,win biden vote video georgia trump,positive
64,far fun joe biden guest clowning teenage sister sweet th birthday bash,positive
65,joe biden asks anthony fauci federal coronavirus expert become chief medical adviser via thank god finally something make sense,positive
66,n care watch listen anything joe biden team say family low totem pole sad true,positive
67,excuse obvious doc already working biden quite long f part old boy club government two go way back employee not appointed reported,positive
68,biden ask american wear mask first day optimism growing virus relief bil,positive
69,someone straight trying cash folk right nothing biden transition,positive
70,also believe joe biden thanksgiving speech done using cgi sounded like,positive
71,history not linger long trump neither erased obama accomplishment completed one term president seldom find enduring place popular imagination overshadowed amp biden presidency consigned oblivion,positive
72,could n agree fact trump actually trillion vote likely way also every biden voter prison disloyalty u supporter enjoy full freedom citizen,positive
73,rest assured biden harris need done lot damage take time trust voted,positive
74,permanent biden people voted clown fine let sink,positive
75,thought funny something biden would love xi ask help anything,positive
76,please call colleague kamala harris congratulate victory alongside president elect joe biden fail something gracious show small really addiction po potus,positive
77,breaking news biden administration confirms great reset coming soon via,positive
78,biden little bold bird app better fulfill promise making,positive
79,biden ca n force american wear mask democrat want appease dear leader wo,positive
80,menieb neither biden trump anything people scientist working ass create vaccine,positive
81,update wisconsin supreme court reject second lawsuit day challenged biden narrow win state ruling joining liberal form majority,positive
82,hope first day camera biden administration come sharp designer suit cool aviator,positive
83,biden know number fake plan mask mandate first office n hit hero ha evil work,positive
84,feel elation november still never ending nightmare hopefully thing get bit better biden inauguration decisive election could n bring relief via,positive
85,biden georgia not twice thrice,positive
86,date not seen fraud scale could affected different outcome election wm barr recount wisconsin georgia led biden picking vote,positive
87,obvious great pick maybe biden actually pay attention say instead gloating much already get stuff uncle super genius went mit,positive
88,could n possibly minority feel let biden record democratic party right,positive
89,one belief biden barely fog mirror harris could n make blip primary record number vote,positive
90,well guess see bigger biden trump election integrity matter american table turned right sure would agree dismissing sworn evidence either willful ignorance denial,positive
91,great biden wo n president,positive
92,watching hearing one thing clear biden awarded election morale u reach lowest level time people genuinely love witnessed country robbed useless politician nothing,positive
93,biden n elected tried sneak like done deal hey,positive
94,gurl meme fb w hunter biden amp trump kid standing together pose theme good thought obviously leaving beau short life whole clan little parenting,positive
95,marshaleigh oh han fun let say accusation true group offered raffle ticket voted encouraged people vote vote anonymous person candidate choice voter got gift warped trump logic fraud biden,positive
96,penny biden florida covid rudy giuliani blm antifa barr proud boy great reset moderna lindsey graham kushner twitter krebs michigan sidney powell diaperdon nobodylikeskelly eric kemp cnntapes mueller martial law u trumpcrimefamily telegram ivankaforprison chen,positive
97,build back better joe biden campaign slogan not one voter know mean came un globalist america last global communism,positive
98,trump increased electoral popularity gop record level voter fraud revelation show perhaps popular anyone thought ironic whatever happens resolution v biden effectively dead,positive
99,open free fair election loser trump lost biden,positive
100,explain okay left supporting celebrity openly bash trump every capacity possible not right leaning person biden,positive
101,well want say biden president since beginning virus arrival china would eliminated knockout first round death injury,positive
102,would say perfect match biden phenomenally incompetent,positive
103,fun let say accusation true group offered raffle ticket voted encouraged people vote vote anonymous person candidate choice voter got gift warped trump logic fraud biden,positive
104,think biden harris join get inoculated major news blast,positive
105,better thank obama fauci one plus china government want biden connect dot,positive
106,love great job biden named white man state woman treasury need name person color ag defense,positive
107,eternal know least tulsi endorsed could believe based policy endorsing biden left,positive
108,thank president biden,positive
109,joe biden home state delaware pt improvement hillary point margin election house district well wilmington dover rehoboth beach much sussex county remained red trump electiontwitter,positive
110,sure bet evidence hunter biden laptop,positive
111,trying understand ubs funnel dominion communist china election hunter biden boat,positive
112,jordan mean working american people like biden yes surely not compelled base judgment trump political position disgrace,positive
113,biden kiss,positive
114,expect biden doj via reverse course race based preference back discrimination white asian college employer etc attack religious liberty biggest issue policing,positive
115,thank president biden,positive
116,fan literally mean nothing whether hispanic would voted bernie biden general election,positive
117,fatass crybaby lying po think secure election ever unless mean secured biden illegitimately win,positive
118,biden one put splint go along smoother stronger able walk start run really take continuing prioritize making sure get everybody vote vote,positive
119,look many voted biden election say straight face,positive
120,thank president biden asking dr fauci stay part team,positive
121,realise biden n yet electoral college say nt hear say anything god shit sheep believe wonder world way,positive
122,cnn exclusive biden say ask american wear mask first day office,positive
123,support biden president way democrat supported trump oh wait n not ever suck idiot notmypresident,positive
124,dominion software accessible far left indivisible organizer election night obama linked group endorsed joe biden,positive
125,bidencheated cnn exclusive biden say asked fauci chief medical adviser administration via,positive
126,well fair n say anything actual production sure yeah trump done damage biden year ca really call,positive
127,thanks love seen video see box even know ballot nope people republican democrat trump lover know supposed cast biden,positive
128,pat fun let say accusation true group offered raffle ticket voted encouraged people vote vote anonymous person candidate choice voter got gift warped trump logic fraud biden,positive
129,thanks biden,positive
130,hilarious education map mirror voting year highly educated state part voted biden vice versa,positive
131,make election day national holiday president biden,positive
132,president elect joe biden pledged safeguard arctic national wildlife refuge via,positive
133,way forward covid together added name demand biden task force make vaccine free available everyone worldwide add,positive
134,medium not even investigate hunter biden selling access sitting vice president united state dad yes pardoned nice use word lunatic sure need shout,positive
135,surprised going let biden win cheating,positive
136,column joe biden secretly threat social security give million illegals not destroy never paid dime,positive
137,gateway pundit say trump path win election president elect biden,positive
138,everything fix biden win,positive
139,biden ankle monitor boot heel harris yet need leave senate seat funny,positive
140,interesting biden action fund n transferred nearly million haul dnc campaign yet,positive
141,loch fun let say accusation true group offered raffle ticket voted encouraged people vote vote anonymous person candidate choice voter got gift warped trump logic fraud biden,positive
142,rroxx resigns today two penny award one january biden give another,positive
143,antrim nomics joking course nuanced leftist need people like biden put pressure likely listen u trump,positive
144,clear evidence fraud headline news worldwide wow biden,positive
145,biden pledge gut religious freedom protection saying give hate safe harbor,positive
146,really lunch soiling diaper not worried happy right biden feel went race track hit trifecta walking air since thank voted win georgia,positive
147,biden said becomes president want u wear mask day would take end march love god adult know safe,positive
148,reminds trump lawyer claiming man came dump ballot wagon truth bringing sound equipment cult need accept joe biden wear god damn mask,positive
149,come certification biden denied true winner declared jail time perpetrator wait,positive
150,guess stimulus check people waiting yesterday biden tweeted help way obviously think bunch desperate idiot,positive
151,biden face pressure party cabinet pick,positive
152,hope hose disinfect president mr biden move,positive
153,international day people disability every biden harris administration fully committed dignity equity civil right always voice table critical work ahead,positive
154,truly wish luck buying home however would biden presidency sorry wo n help,positive
155,clear evidence fraud headline news worldwide wow biden,positive
156,fun let say accusation true group offered raffle ticket voted encouraged people vote vote anonymous person candidate choice voter got gift warped trump logic fraud biden,positive
157,people keep saying gop n preparing future biden ran race court african american suburbanite coalition usa latino wake reality trump circle around fl tx,positive
158,valeri n want insult not saying anything coherent english might native language leave promise nothing trump fixed biden,positive
159,second thought window maybe tie banner car read biden,positive
160,milano yeah would n saying biden obama,positive
161,hopefully wo n biden team,positive
162,praying actress tweeted pure gold mr biden neighborhood produced antifa association blm,positive
163,even slapped joe biden shill face affidavit still would n see anything lie desire evidence want demoralize people,positive
164,would appreciated endorsed bernie least n endorse joe biden,positive
165,sure south dakota governor kristi noem mock biden done great job keeping citizen safe virus taking lesson trump mock joe message covid death rise week,positive
166,socialism idea made case none attack biden dems neera tanden obama plenty time talking,positive
167,ok come hard part proving let say hit million shot fraud changed outcome state biden would still electoral vote remain winner,positive
168,biden great reset plan involves dramatically increasing power government expansive new social program like green deal using vast regulatory scheme coerce corporation,positive
169,et wo nt say lose seeing miami dade number election heartbreaking knew thing starting look okay wisconsin flipped biden late night still could win,positive
170,fun let say accusation true group offered raffle ticket voted encouraged people vote vote anonymous person candidate choice voter got gift warped trump logic fraud biden,positive
171,n believe statement simply idea eliminating electoral college election nearly year winner win popular vote bit overreaction btw voted biden,positive
172,trump south midwest biden coast shit sherlock,positive
173,anyone not wearing mask sure n keen listening biden,positive
174,know happening professional choice think expertise important something biden harris,positive
175,president elect joe biden said ask american commit day wearing mask one first act,positive
176,news suppression real fact biden affect security nation,positive
177,biden selecting people advisor best color skin sex country deserves,positive
178,yeah biden right,positive
179,n betrayal democracy supporter honest disappointed biden statement trump continued pressure tariff china,positive
180,jordan sad see repugs n give crap american people health feel better president biden harris,positive
181,biden state vote guy suitcase could flip entire,positive
182,unless biden harris admin say student loan debt forgiven making k,positive
183,clear evidence fraud headline news worldwide wow biden,positive
184,fun let say accusation true group offered raffle ticket voted encouraged people vote vote anonymous person candidate choice voter got gift warped trump logic fraud biden,positive
185,mainstream medium outlet chosen push narrative joe biden election fair square largely deceiving american public,positive
186,lol spin working even n wo medium report biden great leader stopped covid,positive
187,cnn exclusive biden say ask american wear mask first day office,positive
188,trump disease biden cure perfect,positive
189,trump god blessed biden damned lost damn every supporter not eternity,positive
190,unnamed source enough standard say good likelihood x actually surely signed affidavit even better evidence god dammint censored news article implicated biden corruption,positive
191,survey usa also biden ahead north carolina pt trump nc around perdue currently,positive
192,fun let say accusation true group offered raffle ticket voted encouraged people vote vote anonymous person candidate choice voter got gift warped trump logic fraud biden,positive
193,dr fauci staying thank god biden,positive
194,waiting msm come right say lockdown end accept election result way saying biden plan produced vaccine american n buying point actually plainly,positive
195,lucci biden thanks including followed n already,positive
196,joe biden tap jeff zients coronavirus tsar u daily death top,positive
197,wo nt get away obama clinton biden pelosi soros n underestimated really make country special constitution written god inspired men protects people power seeking demon like,positive
198,bottom simple trump lost biden bunch self serving snowflake ca n accept fact,positive
199,hard question biden intend china bringing virus world thank,positive
200,need make sure president elect biden picking many competent people possible bump dumb stuff,positive
201,guy consider grading iowa meeks recount certified loser n taking court fighting congress not going change vote precedent set giving contested state biden please grade thanks,positive
202,joe biden signal intention reverse president trump rule let transgenders use bathroom want,positive
203,biden say potential trump pardon,positive
204,tie count spike biden vote compare spike state slap credible statistical analysis top enough evidence seriously push,positive
205,pls n get wrong adore aoc one perfect true step right direction country say biden amp harris bc want hopeful passion reminds bernie truly inspires change,positive
206,wow lost respect man said biden n true catholic,positive
207,fun let say accusation true group offered raffle ticket voted encouraged people vote vote anonymous person candidate choice voter got gift warped trump logic fraud biden,positive
208,president elect biden say asked fauci stay join covid team,positive
209,point time called return j biden th president u assuming month ago not explanation mil raised let sit backand watch smart,positive
210,yeah cycle not dropped hope politician frankly pretty much progressive left well knew would go sleep biden elected jesus christ even disgusted quickly,positive
211,fun let say accusation true group offered raffle ticket voted encouraged people vote vote anonymous person candidate choice voter got gift warped trump logic fraud biden,positive
212,clear evidence fraud headline news worldwide wow biden,positive
213,multiple factor including trump improved non white nationwide also think hillary got home state advantage biden not,positive
214,made sense deciding state region rust belt biden win close different region not clear somehow trump better one would necessarily translate others,positive
215,possible appeal recount asked gave aditional vote biden county huge advantage purpose,positive
216,thank vice president penny getting done biden could screw,positive
217,president elect joe biden said spoke dr anthony fauci need instill confidence coronavirus vaccine,positive
218,trump policy unpopular voter stood ensure never get another chance embarrass america biden mandate dismantle everything ever happy legacy much loser,positive
219,praying actress tweeted pure gold mr biden neighborhood produced antifa association blm,positive
220,need stop president joe biden vice kamala harris go,positive
221,speaking virtual town hall biden said getting coronavirus relief working class american would major priority sworn jan via,positive
222,love sadly way brooklyn would prefer obama biden presidential library agree though trump go dump,positive
223,biden crack like year old man ankle,positive
224,biden asks dr fauci join team urge day mask wearing,positive
225,clear evidence fraud headline news worldwide wow biden,positive
226,best part politico transition newsletter joking not direct request people biden team please leak stuff,positive
227,lottery briefly biden harris win hand feeling last lifetime,positive
228,biden said would appreciate fauci stayed true leader know follow,positive
229,jordan good trump inauguration day stay biden already paying anyway,positive
230,add twitter handle make use ability anonymous source biden administration,positive
231,area little different nyt biden winning,positive
232,biden seven million say something lindsey,positive
233,finally logic white house nice not guy narcissistic personality disorder running powerful nation world bbc news biden ask american wear mask day,positive
234,not agreed n voted yet unless faithless elector biden win ec,positive
235,thank god please biden supporter take mrna altering vaccine dos,positive
236,still speak lot better joe biden,positive
237,biden not taking credit vaccine saying make sure available free charge american,positive
238,clear evidence fraud headline news worldwide wow biden,positive
239,reason love joe biden,positive
240,president elect joe biden say retain dr anthony fauci top medical aide,positive
241,voter integrity investigator claim found enough illegal vote deny biden win electoral college,positive
242,yes dr anthony fauci team biden dranthonyfauci,positive
243,ashley comm director alyssa farah refuse clearly communicate either biden win trump loss verbally writing sign language wink nod quitting one job tacitly acknowledge anything failure,positive
244,many u n please use word malarkey reminds biden,positive
245,lol already blocked told made bed voting biden,positive
246,downside buy rt motivation biden diversity vote art love beauty suffrage life fashion beautiful happy girlswhocode girlboss womenintech womensrights equalitycantwait voteforher usafacts,positive
247,oops not worried mr bezos biden seems heading bunker instead white house stopthesteai bidencheated,positive
248,man candidate saw reason sander winning moderate wing fractured made decision dropping could coalesce know would likely none v biden start,positive
249,way forward covid together added name demand biden task force make vaccine free available everyone worldwide add,positive
250,hope labor present vision global warming better australia real secure job provides child bit like biden actually,positive
251,build back better website mention nuclear hydrogen not fracking wind solar cared climate change voted biden election outside swing state played people like tom campaigned clowned,positive
252,promised one ted cruz biden victory would mean covid go away november,positive
253,build back better website mention nuclear hydrogen not fracking wind solar cared climate change voted biden election outside swing state played people like tom campaigned clowned,positive
254,biden could n find as hand sir wayne,positive
255,match time biden winner georgia trump,positive
256,way talking trump running nonsensical given cheerfully assume evade potential legal trouble face biden take,positive
257,read n give much faith see bbc link said biden plan extra week ui benefit people receiving get month still not able pay rent bill,positive
258,cnn say election biden okay seems awful lot different people coming forward suspect story probably not yet lol idiot good luck next week chief,positive
259,anti tech censorship belief large company use mislead public push agenda believe biden election not stolen,positive
260,way forward covid together added name demand biden task force make vaccine free available everyone worldwide add,positive
261,patriotic duty else wear mask gor first day biden administration enforce thought would take toll labor day approval seems aiming easter,positive
262,way forward covid together added name demand biden task force make vaccine free available everyone worldwide add,positive
263,many people color african american enough doe president biden cabinet need see progress not extraordinary number say well american hispanic lgbtq keep thought medium,positive
264,n worry work time day correct reporting testing data screaming past month magically better expected hail king biden,positive
265,joe biden great filling cabinet getting flack many side please people time ca n keep thing,positive
266,congrats joe biden sorry new job look like janitorial one first hopefully day,positive
267,best news heard thought sure would useless thing forever plus come may biden action national local medium stop fearmongering thank making day,positive
268,say biden,positive
269,fun let say true group offered raffle ticket voted encouraged people vote vote anonymous person candidate choice voter got gift warped trump logic fraud biden,positive
270,c mitt tell trump stop dividing country lost biden,positive
271,ground overturning election georgia could needed yeah sure dems argue people voted trump thorough audit would likely show biden,positive
272,bidenvaccine v trumpvirus trumpvirusdeathtoll k biden win,positive
273,thank president elect biden lukewarm response global pandemic claimed hundred thousand american life affected million,positive
274,georgia recount update fulton rescan ballot bipartisan monitor tonight recertify morning told final margin v close og result biden winning gapol,positive
275,good get supreme court quicker joe biden way going end getting like charles goodbye democrat ha,positive
276,possible biden cabinet pick rashida tlaib share tweet calling eradicate israel,positive
277,possible biden cabinet pick rashida tlaib share tweet calling eradicate israel,positive
278,clear evidence fraud headline news worldwide wow biden,positive
279,biden administration make u safer end ice collaboration program aclu via,positive
280,hopefully biden wo n move right away place decontaminated,positive
281,cashed bet yet biden rate hot already good profit cash,positive
282,evr thank saying ga crack soon hope state follow heard several similar election issue maybe break either trump away biden,positive
283,seems like biden trying take ownership something already essentially done,positive
284,use example worth leaned toward trump far policy not think country could take year voted biden,positive
285,n understand democrat leader wo encourage legit audit strange voting irregularity one would believe biden flat transparency pretend nothing funny went,positive
286,think know better assume ever defended trump character never let go criterion long time ago want government back gave least little biden not imho,positive
287,yep trump administration response covid almost entirely lacking logic period would n go hard biden least suggesting something,positive
288,ny finally gotten almost return biden million vote vote lead popular,positive
289,fun let say true group offered raffle ticket voted encouraged people vote vote anonymous person candidate choice voter got gift warped trump logic fraud biden,positive
290,need know path successfully argued somewhere trump gain little getting fewer biden elector ec really get legislature flip certified stopping would require state win,positive
291,well want say biden president since beginning virus arrival china would eliminated knockout first round death injury,positive
292,biden asks dr fauci join team urge day mask wearing via,positive
293,get data youtube trump got black vote obama respectively actual fact easily googled perhaps meant say biden,positive
294,gon na get real soon president trump still path win election biden via,positive
295,biden dhs pick reveals immigration vision virtual summit,positive
296,clear evidence fraud headline news worldwide wow biden,positive
297,biden harris win,positive
298,fun let say true group offered raffle ticket voted encouraged people vote vote anonymous person candidate choice voter got gift warped trump logic fraud biden,positive
299,called official read affidavit like get biden shut,positive
300,medium already proclaiming miracle cure jonas biden salk,positive
301,please day life joe biden helping gather vote hunter break law burisma ukraine many idea thank,positive
302,number vote n determines win hillary trump seat state matter biden ahead thousand say disputed hundred true,positive
303,sowellfan fun let say true group offered raffle ticket voted encouraged people vote vote anonymous person candidate choice voter got gift warped trump logic fraud biden,positive
304,biden really good ignoring big elephant room,positive
305,fun let say true group offered raffle ticket voted encouraged people vote vote anonymous person candidate choice voter got gift warped trump logic fraud biden,positive
306,even trump result electoral college much closer expected lot key state flipped small margin thousand vote wisconsin arizona georgia amazing think million still close election biden,positive
307,remember way back biden election fifth time,positive
308,fun let say true group offered raffle ticket voted encouraged people vote vote anonymous person candidate choice voter got gift warped trump logic fraud biden,positive
309,biden buddy russia ukraine better pr ca n speak despot,positive
310,clear evidence fraud headline news worldwide wow biden,positive
311,allow add another angle wonder joe biden quickly provides financial relief u citizen amp demonstrates calm good working job affordable healthc trumpers def not may rethink hope,positive
312,biden ensure every federal agency fighting climate change via life,positive
313,biden fact steal election much powerful trump ever thought claim made clinton zero evidence president lost popular vote twice,positive
314,yes happened joe biden million vote trump make happy,positive
315,drummer gtfh called witness ft away could sworn seeing biden ballot ok,positive
316,truth let hope biden admin task,positive
317,respect tulsi joe biden kamala harris,positive
318,get voice stop following trump make look weak mitch tax break rich people biden come man,positive
319,wake australia japan biden take office probably leave keep commitment taiwan,positive
320,personally cruz given heebie jeebies ever since saw video kissing teenage girl cheek cringed look revulsion face little girl biden video,positive
321,assigned biden popular vote state governor would override action illegal try year,positive
322,silver reputation deserves ruin minion want hear issue not national poll although nate idiot claim biden would win point state,positive
323,call ron johnson know biden wo n admit bulwark,positive
324,fun let say true group offered raffle ticket voted encouraged people vote vote anonymous person candidate choice voter got gift warped trump logic fraud biden,positive
325,sure even red louisiana lost trust mail system union endorsed biden,positive
326,joe biden going skip hand kissing butterfly bluebird,positive
327,citizen remember clip bc bluemaga claimed biden never wanted cut social security yet defense neera line obama amp democrat,positive
328,cnn exclusive biden say ask american wear mask first day office cnnbiden call,positive
329,taking early look county biden got vote obama unsurprisingly posted big gain virtually every metro area case increase far fewer appalachia rural midwest plain mountain west south,positive
330,uplifting see biden not standing nothing like trump virus ravage nation amp working vaccine distribution praising scientist developing quickly former president joining force take tv encourage trust,positive
331,awesome gop unveils biden accountability initiative,positive
332,biden becomes president fraud republic bogus result need overturned save country n arrest everyone turn around,positive
333,like anything allowed biden proceed accordingly,positive
334,clear evidence fraud headline news worldwide wow biden,positive
335,chunk probably biden losing almost support orthodox jewish community seems,positive
336,great news fauci staying biden administration professional man totally trust,positive
337,insane purposeful trump republican strategy delegitimize biden presidency amp undermine public trust u democracy weakens u world remind main goal ascribed putin intelligence community assessment,positive
338,phft hahaha care power lining pocket guess would like u hide basement trump team working treatment vaccine month coming together faster anything biden ever able,positive
339,janet yellen nominated secretary treasury like biden recycled obama era pick signal continuity capitalist system put business interest need working class,positive
340,biden say asked fauci stay join covid team,positive
341,cnn exclusive biden say ask american wear mask first day office,positive
342,put crime bill mention small portion done fighting allegation people n like thing say coward need safe space biden nothing fuck,positive
343,biden trying take credit work vice president penny,positive
344,president elect joe biden going ask every one commit wearing mask public time least day save family friend simple step wash hand social distancing pledge help wearamask,positive
345,clear evidence fraud headline news worldwide wow biden,positive
346,way truly successful biden team embrace concept build fy request operational necessity strategic opportunity gate said eric sayers,positive
347,biden trade pardon trump exchange would shut disappear,positive
348,cnn exclusive biden say ask american wear mask first day office,positive
349,dislike trump always imagine actually liking biden though slave system,positive
350,anybody would vote crook like biden saying,positive
351,march biden created america new utopia however hypocrisy still remain,positive
352,making durham special counsel ag barr spare biden tough choice thehill,positive
353,predicted right biden started pulling ahead n miss,positive
354,biden could terminate lease refund money eminent domain basis reversal best country mass etc,positive
355,certainly hope biden administration sitting january th,positive
356,resigning jt biden tax plan pretty weak correlation,positive
357,biden chinese lover,positive
358,outlaw except biden n lose,positive
359,hi judge jeanine love show dearly nt take much figure biden broke ankle say heard donald trump looking trying run get back celler hide air,positive
360,chinese communist party going talk hunter biden b deal spy chief china cut big guy,positive
361,love rudy even moderate democrat saw sociopathic lie biden harris election corrupt covert behavior already action poll worker state live,positive
362,always said end biden would win million,positive
363,fantastic news happy dr fauci even happier biden harris team,positive
364,fun let say true group offered raffle ticket voted encouraged people vote vote anonymous person candidate choice voter got gift warped trump logic fraud biden,positive
365,thank goodness president biden,positive
366,clear evidence fraud headline news worldwide wow biden,positive
367,take shot everytime biden say not enemy r american,positive
368,thank sure said biden people getting really brazen demand,positive
369,vp advisory co selection announcement today bayareaproud voted past year biden harris nov rd ready distinguished presidential white house,positive
370,sure joe biden white house unfortunately way got not cognizant first stage alzheimer also child sniffer like get pool little child let pet leg hair,positive
371,breaking president elect biden say ask american commit day wearing mask one first act,positive
372,hypocrite la store celebrated blasting hunter biden pelosi fauci amp unusual holiday window decoration,positive
373,music latex joe biden go church voted without hesitation,positive
374,com respect u biden trump cou,positive
375,george lol biden already like time keep state ga going disappointed magas said done,positive
376,republican demand probe padilla grant biden linked firm claim misuse taxpayer fund foxnews,positive
377,trump race sell oil amp drilling right alaska wildlife refuge january th biden sworn last ditch effort best presidential douchewad obviously contract nonreversible ever buy labled rapest,positive
378,meme vote popular chris actor least voted people started saying part conservative christian church since n participate biden fundraiser must trump supporter politics reason,positive
379,blame biden vp amp hunter official visit beijing joe agreed remove sec plan cancel preferential treatment chinese company listed u ccp owned xi rewarded trump reversed ndaa,positive
380,um biden still president alaska fair square trump trying steal election getting lied court,positive
381,overnight energy trump admin sell oil lease arctic wildlife refuge biden take office administration approves controversial testing method gulf mexico rep scott win house agriculture committee gavel,positive
382,change coming biden rejoin paris agreement commit u zero net emission,positive
383,biden education transition leader praised communist chinese magical work,positive
384,sad thing think republican left better yet number republican voted biden wow,positive
385,biden harris say potential trump pardon,positive
386,based democrat answering question hillary nt support trump win n trump not legitimate president republican biden dems,positive
387,one not tired seeing frankly expose chip fall may let process run course whomever come top legally legitimately president trump biden,positive
388,bidenvaccine leader compassion heart joe biden president,positive
