,Text,subjectivity,polarity
875,joe biden get thousand vote without cheating,1,0
876,realdonaldtrump chanelrion oann biden destroyer usa go away,1,0
877,realdonaldtrump biden not,1,1
878,txchristabelle tell better leave nana alone know going part biden administration awaiting appointment official business,0,2
879,realdonaldtrump biden win stock market crash donald trump,1,0
880,major williamlegate realdonaldtrump liar biden landslide bigly,1,1
881,realdonaldtrump thank president biden election news good market needing loser person clown,1,1
882,like obama drank water flint clinton sex woman bush voted biden lol trust worthy guy,1,0
883,president elect joe biden receives huge post election favorability boost,1,1
884,jsolomonreports oh eff absolute loser fraud biden,1,0
885,merica jaketapper upcoming biden administration,1,0
886,transition joebiden strong dos socialism america coming biden harris,0,2
887,realdonaldtrump actually biden already president thank god,1,1
888,realdonaldtrump thank joe biden build back better already working,1,1
889,parianc elenaparent gasecofstate matter vote total county level get aggregated state biden could fulton k vote ballot suite case difference,0,2
890,realdonaldtrump even count biden still nevada,1,1
891,rightwingwatch nope look like god chose biden glory suffered enough past year michelebachmann good thing potus life faith empathy try unite u thankful provision presidentbiden,1,1
892,gavinnewsom senatemajldr georgia remember mitch mcconnell treated president barack obama biden jan th strip power vote reverendwarnock ossoff georgiarunoffs gasenateraces,0,2
893,elenaparent hey elena participation treasonous coup serious crime sure want participate doug ducey served lawsuit certifying fraudulent election biden admitted obama built extensive inclusive voter fraud organization,1,0
894,trumpiscorrupt jrubinblogger disconnected unless nil mean video tape poll worker working unsupervised witness went home oh le not dismiss affidavit eyewitness biden done,1,0
895,wokebot walkerbragman depends definition meaningful change biden going last four year,1,1
896,ivankatrump important time trust last chance strong evidence joe biden power big please request miss opportunity send,1,0
897,one broader appeal voting biden harris not cult wave flag boat parade wear maga gear,1,1
898,chinese people joe biden maybe government please remember democrat cheating stealing also american not judge race,1,0
899,trump pulling u force every terrorist breeding ground created blame resurgence terrorism biden,0,2
900,glitch biden favor coup,1,0
901,people love worry texas u not losing religion god nut trump insists win biden want take away gez gone bonkers,0,2
902,chriscuomo biden obama distancing defund police rode slogan summer became politically harmful,1,0
903,realdonaldtrump dear president trump joe biden cnn big tech etc tempting bring fraudulent election amp supreme court house think already prepared traitor committing treason trust mr,1,0
904,either fear mongering persist dementia destroyed joe biden ability simple math choice,1,0
905,biden district get vote senatorial allocated vote give candidate annul effect fraudulent gresham law limited one,1,0
906,misterblackpill swing trump vote filtered biden gay lolberts green candidate ticket,1,1
907,biden check may still play stimulus deal,0,2
908,mzbossjenn marshablackburn realdonaldtrump senategop suppose tarareides claim matter troll ha biden problem sniffing amp kissing child mouth,1,0
909,cortessteve president could care le small business trump care stock market say joe biden would tank yet landslide win set unheard record single day haha,1,1
910,cbsnews georgia went blue biden harris senate tie imperative dems runoff race special incentive get rid fossil clown senatemajldr majority leader,0,2
911,kathya dubz nation jennaellisesq one opened case impossible say republican idiot getting desperate biden president elect end discussion,1,1
912,bring kind lawsuit unless evidence make claim biden attorney hamilton trump case,0,2
913,biden change story broken foot say fell shower pulling dog tail,0,2
914,senatemajldr senator american people confirmed not want realdonaldtrump president american joe biden potus joebiden one impressive nominee public office,1,1
915,therealandrew love boring predictable biden trump surgeon general may demon sperm loving war criminal something,1,0
916,every faith joe biden would excellent date,1,1
917,hear biden head saying cheatin tryin,1,0
918,biden never pres mr watson realdonaldtrump,1,0
919,whitehouse realdonaldtrump holtz endorsed trump said president elect biden good catholic awarded,1,0
920,joansths know kept hoping beyond hope one would gut haul slug asked last year least joe biden told shut face reason enough vote,1,1
921,trump economic team accused sabotaging biden exiting,0,2
922,latest u assurance israel likely come expense palestinian free israeli hand expanding illegal settlement yet cutting edge american weapon unconditional support un iran palestine biden blinken,0,2
923,riataylor tony b sarcasticwee marceelias trump sexual alligations biden none tell something,1,1
924,aghenis jasonace dominapia geoffswatch congressmanhice actually believe joe biden boring lifetime politician ever got vote history election gullible troll,1,0
925,andreaslupus taylorvdonovan kibsbobstweet see biden hidden table,1,0
926,realdonaldtrump thank president elect biden,1,1
927,palmerreport little known fact biden support thatcher not first time u helped kick argie as lexington raid anyone p,0,2
928,cnn exec protect biden dismissing refusing pursue pedophilia via youtube,0,2
929,indiscreetfrogs yeselson jonathanchait include biden wining ne,1,1
930,realdonaldtrump returning stable sane administration wall street confidence biden already started thanks joe kamala,1,1
931,erinlodes could right know sure biden win,1,1
932,cclcaribecrew always panhandling job commendable case biden say need capacity speaking behalf government,0,2
933,real wallaceandv mit inauguration shirt harris biden selling,0,2
934,chuckcallesto voted biden person whole family neighborhood,1,1
935,joe biden say ask american wear mask first day administration not forever think see significant reduction drive number considerably,0,2
936,washingtonpost well might last biden term always hope gop isrd harming america save jaguar,0,2
937,realdonaldtrump thanks biden economy still suck though fault trumpviruscatastrophe,1,0
938,ok karen win ultimate sure karen deciding vote biden favor forever thankful,1,0
939,call bullshit biden day mask inauguration foxnews,1,0
940,kylegriffin great news fauci staying biden administration professional man totally trust,1,1
941,alkalinecheese trishalanette foxnews biden got mil legitimate vote,1,1
942,realdonaldtrump yes sir thanks biden harris winning election,1,1
943,theofficertatum bet percent voted biden,1,1
944,thatguyreally jcbell seanhannity history mean war international divide yes biden well versed president trump put end brought peace point trying make really,0,2
945,joncoopertweets really hope biden considers pardon unjust,0,2
946,berniesanders know complicit got smoked clinton biden omg let fool walk still stand socialist america never please retire,1,0
947,biden put u path carbon free electricity energy climatechange sustainability renewables wind solar,0,2
948,sruhle andrewrsorkin condemned mass gathering zero distancing protest biden supporter election apparently left leaning medium afraid strongly call vigor,1,0
949,ag barr ensures trump investigation investigator continue biden presidency,0,2
950,hope biden make merrick garland attorney general final kick ball trump,1,1
951,themarkpantano soon regret vote biden bumbling fool,1,0
952,realdonaldtrump yes biden becoming president,1,1
953,rightwingwatch good spoken biden president also god make sure democrat win georgia place evil,1,1
954,watch witnessed military ballot duplicated strange biden name selected youtube,1,0
955,theresapagano kenny sowellfan realdonaldtrump following conspiracy theory realized narrative devolved point biden bought vote thought people would looked fact chilled,1,1
956,january president biden going ask u mask day not start end sooner,0,2
957,liz michaelem nerzog joncoopertweets succeeded important level achievement become clearer time honest six month biden l,0,2
958,cnn exclusive biden say ask american wear mask first day office cnnbiden call,0,2
959,realdonaldtrump thanks future president biden nothing except continue election lie benefit not american blind,1,0
960,cnn exclusive biden say asked fauci chief medical adviser administration,0,2
961,biden plan retain dr fauci call day mask wearing,0,2
962,sarna chris mikebalsamo zekejmiller realdonaldtrump intelligence briefing courtesy president highly doubt biden extend trump,0,2
963,cnn biden cheated,1,0
964,obama twice many people went sleep cornelwest warning progressive stay vigilant fighting wall street greed pentagon militarism biden presidency,0,2
965,cheryllawlor nytimes yeah question republican led senate intelligence investigated reported wrong biden department justice clueless live fantasy world,1,1
966,thank god long biden replaced pentagon mcdonald playland,1,1
967,dr harris doc biden explain current rate transmission covid smoke shop also would like join nelk,0,2
968,stop already sky falling biden presidency deal w corona virus get people money need stay afloat bring million new sustainable job place stench gop lie make barf reality check time,1,1
969,former vp joe biden say ever became president order american wear mask month maga resist freedom,0,2
970,andyostroy realdonaldtrump trump not talking struggling american always wealthy worry biden way working policy help family,1,1
971,please forget watch video tho adebayor trump biden trumpconcede,0,2
972,vikvega nikkilogic jennytxdem kloeffler not blind fraud situation reverse would accepted trump calling election secure biden grown pair ball conceded straight away,1,0
973,technickel ted gross also biden sending trump prison sound lot like qanon shit hillary outlandish unsubstantiated find demanoners,0,2
974,president elect joebiden asked top u infectious disease expert anthony fauci continue job serve biden chief medical adviser covid team take office jan said thursday,0,2
975,trump loses wisconsin supreme court refuse hear election case thus agreeing majority american joe biden elected president donald rejected meanwhile gop still silently complicit treason,1,1
976,cnn exclusive biden say ask american wear mask first day office,0,2
977,dailycaller woman thought biden going first,0,2
978,realdonaldtrump thanks biden,1,1
979,cnn breaking news latest video ask president elect fraud biden penalty u govt official employee photographed not wearing mask american would like know fraudulentelection,1,0
980,election joe biden accepts mantle president elect donald trump still card play opinion democrat ballot travel party american thinker,0,2
981,biden selecting people advisor best color skin sex country deserves,0,2
982,music bbq latex kaylaancrum joe biden go church voted without hesitation,1,1
983,man stupid biden not declared winner anyone msm always trump watch vaccine came nancy pelosi finally admits decision block covid relief american,1,0
984,normal year old relative acted like loving spouse child family would taking doctor immediately trump reportedly attend biden inauguration invite white house,0,2
985,jennaellisesq living denial deny biden clothes president reject,1,0
986,nschensema mortesapientium heatherchilders judge trump pick maybe following law trumper th get case electoral college certifies day biden good go wisconsin hearing not one drunk person lady saying chinese look alike,1,1
987,realdonaldtrump lady gentleman th president united state first lady joe jill biden dog champ,0,2
988,biden say ask american wear mask first day office,0,2
989,joe biden covid vaccination u not mandatory,0,2
990,joebiden kamalaharris tweet getting mixed reason not expect perfection leader apparent joe biden running h n program using shared tribulation exploitative way full problem wrong,1,0
991,asegway xoxopatrioticrn realdonaldtrump sworn affidavit mean literally nothing without physical evidence trump exactly none every single court case swing state laughed lack biden fair square suck,1,1
992,realdonaldtrump biden president elect harris new vice,1,1
993,working class ytsupremacy v joe biden th avenue,0,2
994,peppiejane timrunshismouth joebiden kamalaharris realdonaldtrump biden president,1,0
995,welcome fakeville published biden victory offer hope palestinian,0,2
996,sueuvino jessiprincey way biden got million vote could not get people show hear declare plan failed previous time change harris disliked dropped early lack support stopthesteal,1,0
997,servantarmy realpersonpltcs josephjflynn flynn neill themcfiles take vaccine due cancer diabetes trust trump recommends biden hand absolutely not piece sh however support card carry opinion marxist cabal,1,0
998,barbaraslavin sbg newyorker reason regular journalist iran payroll legitimacy biden win buried objective data emerging information state render victory le plausible bidencheated,1,0
999,week nwabj report uark economist discus biden cabinet pick might mean economy,0,2
1000,giftcee think biden tripped blamed dog,1,0
1001,check new article michaelgerrard biden put u path carbon free electricity yalee join u discus build grid without legislation,0,2
1002,fifty way leave white house picked click climb tall wall nowhere hide biden know take little backpack wait black jacket without doubt spouse,0,2
1003,dr jill biden america next first lady,0,2
1004,trump controlled pentagon blocking member biden transition team visit military spy agency undermining prospect smooth transfer power,0,2
1005,great set central bank biden reset happening world wanted war hide go store food say china virus via youtube,0,2
1006,biden hhs secretary hunt hit reset candidate shuffle,0,2
1007,cclifstopherson ofakndlizzy brendonleslie joebiden kamalaharris see maga fan going crowd labeled super spreader hand fuss made biden definitely not suspicious anything,1,0
1008,chaw hodge rudygiuliani certainly not mad biden election feel,1,1
1009,biden not win election cocksucker,1,0
1010,everyone know biden harris jake tapper tonight,0,2
1011,cnn quidjoequo biden snickering behind mask fraud inclusive organization obama,1,0
1012,president elect biden said wilmington support another round check axios,0,2
1013,joe biden telling american stay home christmas mr speculating people could die usa inaugurated january listen reilly national radio program,0,2
1014,vaccine given u citizen made china state supply country w vaccine stop dumping usa remember dopey biden could charge scared yet,1,0
1015,acosta still take vaccine trump completely wh biden administration say ok,1,1
1016,mzhemingway absolutely need answer go ballot count time assure vote biden automatic dismissal everyone,1,1
1017,kaitmarieox good reason trump not wear one drive inauguration wait back make biden walk,1,0
1018,kylegriffin knew one trusted men america biden would foolish not keep front center,0,2
1019,cbs herridge biden number list,1,1
1020,realdonaldtrump course biden got elected loser,1,1
1021,cnn vp thinking yet still daze learning mode need lesson lying cat tongue used know yapper someone silenced maybe squad biden odds,0,2
1022,therecount danpfeiffer biden tell u spoke mitch think skirting time mean know not republican act like adult year childish b,0,2
1023,stinchfield therealkeean newsmax jackiepick not complicated know realdonaldtrump cheated vote need stop n biden remove period legit voter cant see going definitely something wrong head dems want kid future,1,0
1024,rudygiuliani million vote turning country field river dumpster place trump thrown away biden ballot still showing counted,1,0
1025,shenyang chen ptsdoffdachains realdonaldtrump president sewer system make king shit trump served term run election four year biden mop floor toupee thats even prison bathroom bitch,1,0
1026,impasse prevented biden team engaging leader national security agency defense intelligence military run spy service classified budget global espionage platform,0,2
1027,joe biden television brag democrat made greatest cheating machine use president election ever million illegal thing done,1,0
1028,jmeganhawkes mike penny realdonaldtrump hear biden harris not donny,0,2
1029,maggienyt sure biden administration get found norm corruption rampant least everything destroy way,1,0
1030,buy biden dark winter doom gloom talk let keep positive joyful american spirit live light spread around drive adversary joy laughter love goodness,1,0
1031,breaking biden harris became first presidential ticket history surpass million vote trump prior ever hit,0,2
1032,get used biden,0,2
1033,saracarterdc aoc gig fulton county georgia caught four box ballot stuffed machine wait got showing trump vote flipped biden say busted realdonaldjtrump,1,0
1034,garepublicans say biden realdonaldtrump,1,1
1035,rudygiuliani vietnamese hope understand biden president sooner later deprived right simply speak watch u chinese people guy wake,1,0
1036,biden lead popular vote roughly vote cast overall,1,1
1037,mike penny cdcgov know help way biden inaugurated january fix screw ups bidentransition,1,1
1038,caught tape finding biden ballot conservative poll watcher room,1,0
1039,kristinkgl brandonstraka doj open investigation harris biden admin pose conflict interest e g heavy investment mask making chinese company,1,0
1040,leslieproll barr desire insult biden harris satisfied mean imo gratuitous killing despicable,0,2
1041,fox news michelle obama congratulates biden harris add dig trump via googlenews,0,2
1042,clicket realdonaldtrump biden,1,1
1043,realdonaldtrump news biden call day mask,0,2
1044,lindseygrahamsc realdonaldtrump know diaperdonald get demand addition holding military hostage guess forgets outcome shut damn wall trump lost biden,1,1
1045,biden keeping fauci chief medical adviser,0,2
1046,would better joe biden stayed basement covered mouth insulated mask new idea take vaccine shot wear time whats next cocoon space suit,1,0
1047,itsjefftiedrich agree trumpster needed vote biden not election well really like b c enough make point going mistake voted trump,0,2
1048,nobody not wearing one going yo suddenly listen biden,1,0
1049,pentagon block visit military spy agency biden transition team greg miller missy ryan,0,2
1050,eugenegu realdonaldtrump biden ever confirmed enables joe become pr sident ruthlessly lying social network art revoked joke,1,0
1051,lionelmedia spitballing maybe biden,1,1
1052,paulmeekperth finished yet several week trump zero biden awful trouble trying get supporter right thing massive toll,0,2
1053,ronnielouise yo lady medicaid amp alzheimer maybe count vote biden,1,0
1054,biden stress urgency pas covid relief american msnbc via youtube,0,2
1055,fras wear president biden dr fauci say,1,1
1056,pentagon block visit military spy agency biden transition team,0,2
1057,cnn exclusive biden say ask american wear mask first day office,0,2
1058,crazedkittiesm stupid bitchboy cashmansburner arobszn involving biden politician make political especially need,0,2
1059,katthehammer trump train need put gitmo red biden hat cheatmo,1,0
1060,biden outline need recovery covid economy mcconnell try block,0,2
1061,slipped like told barack reach something fundamental disagreement based moral principle develop disease amp say resign obamas rd term biden puppet,1,0
1062,atrupar america lying loser president fraud think million vote correct biden not please,1,1
1063,jaketapper jennfranconews joebiden cnn cnnsitroom thats not indication surely know seems biden tough time originality thought deed organization us everyone else brain,1,0
1064,critical race theory social cancer eats fabric society biden carry idea part baggage afraid,1,0
1065,biden administration mean reduction trade barrier u china answer investor like question bit nuanced,1,0
1066,realdonaldtrump thank president elect joe biden,1,1
1067,tobolaleslie oneghandi pachamama realmattcouch know joe biden already technical,1,1
1068,steviusthegreat sick people say biden pedaphile think not,1,1
1069,zenoftupac thewhitebookpg mid year georgia population estimated pop governor said record breaking voted election tallying illegal vote wonder trump biden ratio much actually change outcome,0,2
1070,realdonaldtrump donald tell biden child molester,1,0
1071,cnn exclusive biden say ask american wear mask first day office,0,2
1072,williamlegate explain biden inaugurated winner not announced due recounting legal ballot incomplete inauguration take place january th noon welcome president trump nd term,1,0
1073,gabrielsterling gasecofstate sure there make everyone leave pull bag underneath table amp start counting zero oversight end miraculously count go show biden lead vote counted night yea,1,0
1074,bert gilfoyle chidinwatu acosta biden corrupt po far might president,1,0
1075,realdonaldtrump thanks election win president elect biden,1,1
1076,sqrlb writer dg thinking usa goodness covid number chart stay well beth lucky live australia pray president biden great,1,1
1077,prageru come believe lockdown imposed purposely strain state economy democrat governor joe biden award billion dollar calculated abuse people government hope enrich,1,0
1078,biden say fauci chief medical adviser,0,2
1079,outragedmary firstly biden president yet secondly keep fishing water eu fisherman not trusted quota would almost impossible monitor not brexit,1,0
1080,biden warns bleak future following dire job report,0,2
1081,washingtonpost therickwilson b biden team lot cleaning next year everyone stepped way transition job,1,1
1082,man patrick howley biden implicated dominion voting scam,1,0
1083,chantelle ossoff im assuming want make deal eoy certain biden pas way better bill he sworn,1,1
1084,kharly probably disappointed worry much people hurting flip senate bad biden say news conference not sure stimulus check considered think,0,2
1085,jaketapper joebiden kamalaharris not president elect long way go exposecnn nothing deliberately buried biden pedo story tape,1,0
1086,nirvannakeira youtube think trump supporter take maga survey guess not liking biden mean like lol,1,0
1087,sjclay schollkopf ksorbs well got biden sworn office good luck,1,1
1088,maybe sensitive since dad got confused death refine biden dementia joke funny shame laughing beforehand,0,2
1089,smidget pastorlocke amyklobuchar feel sorry people voted biden trying protect child men like saw creepy video,1,0
1090,speaking electoral college delegate pledged jo jorgensen thing avoid debasement dilution election result strike biden trump voter representing nv nevada wanted,0,2
1091,insanely stupid joe biden say trump peaceful transfer power bunch horseshit democrat four year president never ever transferred fought trying destroy,1,0
1092,realdonaldtrump biden win fuck,1,1
1093,call video corresponds data night red flag even surveillance bc many vote went biden know,1,0
1094,ralstonmax kdvast kbock realdonaldtrump oh yeah man like locked hilary hunter biden right truth take lol people call sheep cringe af,1,1
1095,langanmary garbage story zucks comment whole tweet account allegation biden,0,2
1096,president elect joe biden told cnn jake tapper thursday ask american wear mask first day take office,0,2
1097,realdonaldtrump thanks biden,1,1
1098,cierzo want biden involved anyway see get way either,0,2
1099,tracybeanz found link shared face book tweet hope people se read facebook delete biden staff china,0,2
1100,chriscuomo look biden computer oh bos said,1,0
1101,u industry dump trump adopts biden climate change action oz libs actually address economic environmental health societal impact assuredly face sfa co tcyhaxj,0,2
1102,scottpresler realdonaldtrump allegation ballot counted know statewide audit right biden still,1,1
1103,mercopressnews little known fact biden support thatcher not first time u helped kick argie as lexington raid anyone p,0,2
1104,international community respond biden presidency register today monday webinar hear world class panel global expert say important subject bidenadministration,0,2
1105,joe biden president cancel covid u dont get plastic heart tour ill fight,1,1
1106,latinx voter black immigrant community amp coc helped deliver election democratic party time tell biden admin issue deportation enforcement moratorium investigate dhs day one,0,2
1107,erictrump thanks president joseph r biden,1,1
1108,iradinverse stemthebleeding public citizen jennifermarriot implication bernie sander inspirational bad take beat biden past primary,0,2
1109,foxnews joe biden old boring president,1,0
1110,ap biden not president elect wasting everyone time,1,0
1111,watch happened ali broadcast setback nv az pa mi ga perdue comment biden presidency behind,0,2
1112,jessrocks somersetlevel could joe biden,0,2
1113,cough hunter biden,1,0
1114,u president elect joe biden say keeping dr anthony fauci chief medical adviser member covid advisory team,0,2
1115,joe biden say hold cane,1,0
1116,zerohedge chinese culture someone dy day mourning period well family deceased not visit others fear spreading bad luck like biden america die,1,0
1117,zeeniezuccini schwaejames jengriffinfnc handover biden never take place real coup dems attempt steal election president amassing police force arrest bastard,1,0
1118,itsjefftiedrich tweet trump masterplan declare election fraud make promise wont keep amp discredit biden graham others remove ballot box ga mi pa ect loos claimimg dems responsible demand turned,1,1
1119,jonwalkerdc biden need explicitly say trump stop covid let republican lose mind,1,1
1120,dailycaller joe biden president elect still candidate,1,0
1121,realdonaldtrump play word round go biden,1,1
1122,q biden say give transgender student access sport bathroom locker room accordance gender identity federally funded school power unilaterally agree speaker pelosi yes think,1,1
1123,transition joebiden biden pushing solar panel home tree power house instead want destroy eco system put money democrat pocket another democrat scam,1,0
1124,josephjflynn wilsonjohnas tuckercarlson medium cared election fraud perhaps republic would saved filthy evil swamp believe move like lemming coverage instead talking biden administration unacceptable,1,0
1125,realdonaldtrump seanhannity thank joe biden,1,1
1126,epochtimes jocelynbenson mean delete election data joe biden fraudulent vote deleted well make donald trump winner correct,1,0
1127,mean cheating pro beijing communist almost stole election joe biden old fashioned way via epochtimes,1,0
1128,proudgaypatriot worry sense not getting election overturned prepare next blocking extreme aspect biden harris presidency,1,1
1129,someone know asked biden harris transition team advise rural ed issue glad authentic voice inform policy pretty sure make almost famous,1,1
1130,cnbc cnbcpro biden come power gold price return,1,1
1131,ldyandrea maddow trump changed status lot role fire people change back biden procedural pain fired think giving federal pension benefit,0,2
1132,levimarine copingmaga always grasp give trump credit shit actively helped discouraging support biden shitty job bernie idk anyone like,0,2
1133,jaketapper joebiden cnn cnnsitroom thank president biden asking dr fauci stay part team,1,1
1134,joebiden biden globalists obama bush jr etc taking sugar water live tv know vaccine kill novaccine nonwo,1,0
1135,briantylercohen always knew biden would win election know many time though,1,1
1136,biden call day mask inauguration foxnews,0,2
1137,mrglencarroll salderski realdonaldtrump biden guy enriching family foreign cash using influence sexually assaulted staffer incarcerated countless black men grope child find unreal someone served willing side corruption,1,0
1138,ridim luv leflake yes obama biden administration worst agreed brother,1,0
1139,webeburnin joshuahol yes moron thought even chance biden cabinet start rumor get people fired not thing gaslighting b fell,0,2
1140,staceyabrams pray biden recognizes talent give countrywide responsibility commensurate ability,0,2
1141,bondstrategist treehcapital everything lined fiscal stimulus overconfidence market biden yellen fed want one man standing future money hombre called mitch,0,2
1142,freedom emeraldrobinson judgeyourself realdonaldtrump really expecting traitortrump somehow still office january th think going quite brutal cult brainwashing biden president election stolen come back reality,1,1
1143,james realdonaldtrump look old enough remember great recession happened republican leadership market tanked bank imploded foreclosure skyrocketed know dems biden recovery act saved u right,1,1
1144,mroz jymm wgnnews right wrong biden still president thank god,1,1
1145,realdonaldtrump thanks diaperdon market reacting joe biden election as kicking realdonald trump,1,1
1146,biden said authority like federal building interstate transportation airplane bus issue standing order mask must worn cnn,0,2
1147,stokebrokers zecat jennaellisesq like biden meme funny,1,0
1148,disturbing biden raise eyebrow revealing happen via youtube,1,0
1149,mariabartiromo sundayfutures foxnews dni ratcliffe clear evidence fraud headline news worldwide wow biden,1,0
1150,luvsdogzz constablecurt scaramucci whitehouse seen corruption biden cheat way wh see massive scale,1,0
1151,thehill unlikely chance walking pedo dementia patient biden get office lose,1,0
1152,realdonaldtrump biden effect,1,1
1153,erictrump biden father got boot thank god,1,1
1154,tomfitton realdonaldtrump see work belong biden trump fault,1,1
1155,thank president elect biden lukewarm response global pandemic claimed hundred thousand american life affected million,1,0
1156,tonyharbin brent peabody redistrict arshiahomayoun reason think biden running might result trump loss cause hillary would beaten bernie gotten third anti vote whole dnc rigged myth far weaker beat vp,0,2
1157,jdiamond jaketapper biden probably slow roll video oopsie vid e bidencheated georgiasenatehearing,1,0
1158,realdonaldtrump not market celebrate loser like winner like joe biden,1,1
1159,realdonaldtrump important time trust last chance strong evidence joe biden power big please request miss opportunity send,1,0
1160,gabriel montoya biden admin make clear review p loan anyone abused system required return money illegally prosecuted get tough,0,2
1161,one good guy admin glad ridin biden,1,1
1162,cbsnews biden really campaign much got many vote obama happen,1,0
1163,kerik biden received mathematically impossible spike vote suspicious ballot counted georgia,1,0
1164,challenge want ol bag rep mo brook plan electoral college vote congress officially certifies joe biden victory politico report,1,1
1165,scar seanhannity ok karen keep head sand trump happening biden would screaming foul next year illegitimate president like kow,1,0
1166,cdcdirector mike penny cdcgov outraged guy backed dear leader every stage programmatic killing american redfield identify single occasion publicly challenged trump action hope biden fire soon possible,0,2
1167,timing large georgia ballot dump biden appears coincide mother daughter duo election fraud scam via gatewaypundit,1,0
1168,tune worldunpacked hear altamarpodcast co host muni jensen join lauralmagnuson discussion flash point across latin america incoming biden administration priority region,0,2
1169,funny thing latino worried biden hugo chavez trump grifter family,1,0
1170,not going joe biden administration might start trying plan staying jail,1,0
1171,among first act biden call day mask wearing,0,2
1172,trump considers campaign kickoff inauguration day joe biden election continues disrespect say attend hold rally announce allow humiliate like,1,1
1173,drrollergator conceptualjames know way biden election,1,0
1174,weezerjuice realdonaldtrump biden shit not going anything trump get straight,1,0
1175,realdonaldtrump thank president biden knew stock market would come back election keep people alive new take office,1,1
1176,jessduntno fi writing carolynhr bernardkerik probably voted biden also,1,1
1177,scotusreporter hey bob biden confessed video voter fraud organization google utube,1,0
1178,adamparkhomenko realdonaldtrump president elect joe biden rock,1,1
1179,thus reason biden getting crushed primary policy thankfully medium went making election completely devoid anything resembling policy office,1,0
1180,destructivechem bradshipley wizard predicts jbinnall anyone belief biden election fairly need head examination opinion even across world many u could see not legally,1,0
1181,chuckcallesto truthteller lying cheating biden never president,1,0
1182,anneelizabethus therightmelissa crooked biden need develop disease already present,1,0
1183,rubbish people pennsylvania not fall trickery senator majority leader jakecorman credibility recognised decertification joe biden future election mean nothing fixed,1,0
1184,km theyangdynasty ridestheq tonyharbin brent peabody redistrict arshiahomayoun bernie would performed better hillary worst biden,0,2
1185,forensics examination dominion machine ware county georgia found evidence trump vote switched biden,1,0
1186,realdonaldtrump million popular vote biden,1,1
1187,wow realdonaldtrump lost million vote america like biden better simple,1,1
1188,biden cheated,1,0
1189,biden harris team reportedly three choice new post domestic climate adviser,0,2
1190,president elect joseph r biden jr dare not speak name,1,0
1191,realdonaldtrump thanks president biden,1,1
1192,another indictment ny result reporting getting two different set final suffolk co certification say trump biden right,0,2
1193,biden steal trump amp america first slogan new interview via westjournalism,1,0
1194,dude ohio cbsnews biden walk better broken foot trump best day watch president ramp slight incline,1,1
1195,already made america great voting joe biden people really base whether thing good bad country not party power even systemically everything,1,0
1196,forget america still suffering coronavirus government nothing people gon na get evicted lose job money home not help u glad biden president much one man,1,1
1197,updesh mamakoch craigdmauger deal rnc swamp creature fighting recount remember zuckerburg passing money georgia mystery ballot biden vote nothing else highly unlikely real,1,0
1198,tulsigabbard lot trouble listening criticism biden administration anyone endorsed knew swamp creature endorsing anyway washington future better tanden,1,0
1199,acosta thank giving u story joe biden much coverage lame duck trump,1,1
1200,llinwood sidneypowell newt correct democrat vote anyway leaving america deal trifecta schumer pelosi maybe biden control everything not good u,1,0
1201,trump boycott biden inauguration even invite white house visit report via yahoo con biggest chump,0,2
1202,trust dc draino republican issue many big corp donated voted biden establishment problem side trump voter sick corporate welfare give small biz individual hell walmart world,1,0
1203,khivebidenbro ro khanna also think joe biden could order medicare president,0,2
1204,lloydhopkins joebiden janesophy biden harris chinese communist party,1,0
1205,freedom dus foxmanmusic realdonaldtrump say go right ahead taxpayer money jfc paid last recount georgia enough anyone sane beyond doubt biden trump want audit pay,1,1
1206,secpompeo commend biden firing,1,1
1207,scaramucci moochfm ericbolling ever pay dinner still biden win kook camp,1,1
1208,doritegrocery hell mentioned like kerry paris accord uplifting even directly benefiting ado voter voted biden,1,1
1209,stirring controversy scott grady texas war hero current trump defense nominee spread conspiracy theory alleging biden coup twitter ethompson report scottogrady pentagon defensedepartment texaspolitics txlege congress,1,0
1210,primal sage kenmich robertfcbm itsjefftiedrich realdonaldtrump biden sell buck care much money get america like clinton corrupt obama wake see democratic party power hungry criminal anything obtain,1,0
1211,screw groper biden call day mask inauguration foxnews,1,0
1212,realdonaldtrump not sure excited know biden coming yet still go mean,1,1
1213,jasonhillner jbarro maine major point swing biden like rest new england collins upset b c poll discourse massively understated amount voter overstated much kavanaugh impeachment would hurt moderate brand,1,1
1214,rikkijklieman trying convey sentiment via character impossible original comment not critical amp mine meant compliment biden significant step use mask becomes reflected data maybe denier begin see hope,1,1
1215,ddayen biden said expects quieter normal silence golden big donor laying large sum talked like little people,1,1
1216,nicolledwallace begging reporting republican work biden not going jesus,1,0
1217,u president elect biden say asked fauci stay administration,0,2
1218,rsherman welcome biden america get,0,2
1219,smartracy job like result election mean fraud voted biden vote count exactly trump suggest otherwise disenfranchisement un american,1,1
1220,afp hunterjcullen trump salting earth biden way curtail chaos disgruntled demented egomaniac excuse president never job,1,1
1221,really hoping wrong joe biden,1,0
1222,realdonaldtrump new saying since day one way biden could win election stole attempting let get away,1,0
1223,joe biden ask american wear mask day,0,2
1224,project veritas cnn jeff zucker protected joe biden dismissing refusing pursue allegation child sex abuse hunter video g via gatewaypundit,1,1
1225,trump landslide victory sleepy joe everybody including democrat know true live fraud presidency biden stand majority tyranny obvious chose war,1,0
1226,foxnews biden day mask idiot,1,0
1227,biden say ask american wear mask day smartnews,0,2
