,Text,Raw tokens,Token length,Tokenized,NLTK ref sentiment,roberta_labeled
674,"Actually, Biden will be: 47. And that's because Trump will quit shortly before the end of his term so that a President Pence can pardon him. ","['Actually', ',', 'Biden', ':', '47', '.', 'And', ""'s"", 'Trump', 'quit', 'shortly', 'end', 'term', 'President', 'Pence', 'pardon', '.']",17,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1562, 3, 2, 13, 623, 1, 53, 5, 10, 2256, 4453, 712, 414, 15, 1619, 982, 1]",0.3182,2.0
675,"I appreciate what Biden is doing here if I read his game right, but yes we need GA because we cannot get anything done as long as the killer of Democracy is still controlling the Senate. ","['I', 'appreciate', 'Biden', 'I', 'read', 'game', 'right', ',', 'yes', 'need', 'GA', 'get', 'anything', 'done', 'long', 'killer', 'Democracy', 'still', 'controlling', 'Senate', '.']",21,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 2418, 2, 7, 450, 745, 77, 3, 968, 85, 629, 36, 253, 225, 402, 2419, 1456, 65, 4454, 212, 1]",-0.3716,0.0
676,Biden did much better in WNY than Hillary ,"['Biden', 'much', 'better', 'WNY', 'Hillary']",5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 95, 142, 4455, 416]",0.4404,1.0
677,"LOL white flag, I'll see you Jan 20th when the rightful president (Biden) is sworn in ","['LOL', 'white', 'flag', ',', 'I', ""'ll"", 'see', 'Jan', '20th', 'rightful', 'president', '(', 'Biden', ')', 'sworn']",15,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2147, 721, 1290, 3, 7, 104, 76, 469, 609, 4456, 34, 71, 2, 62, 236]",0.5473,2.0
678,Thank you to Joe Biden for kicking Donald Trump's ass! ,"['Thank', 'Joe', 'Biden', 'kicking', 'Donald', 'Trump', ""'s"", 'ass', '!']",9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 124, 12, 2, 2288, 200, 10, 5, 306, 4]",-0.3164,1.0
679,CNN Exclusive: Biden says he will ask Americans to wear masks for the first 100 days he's in office website_name ,"['CNN', 'Exclusive', ':', 'Biden', 'says', 'ask', 'Americans', 'wear', 'masks', 'first', '100', 'days', ""'s"", 'office', 'website_name']",15,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 296, 13, 2, 44, 52, 32, 42, 43, 38, 23, 28, 5, 48, 6]",0.128,2.0
680,"Yes, I believe people hate Trump so much that they would even vote for Biden. The majority wanted to make sure Trump is not re-elected. Is that so hard to understand? ","['Yes', ',', 'I', 'believe', 'people', 'hate', 'Trump', 'much', 'would', 'even', 'vote', 'Biden', '.', 'The', 'majority', 'wanted', 'make', 'sure', 'Trump', 're-elected', '.', 'Is', 'hard', 'understand', '?']",25,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 156, 3, 7, 160, 20, 1050, 10, 95, 16, 92, 58, 2, 1, 14, 315, 554, 89, 127, 10, 4457, 1, 327, 511, 350, 8]",-0.1447,0.0
681,Biden to call for 100 days of masks after inauguration No exceptions . Fk You🙄 website_name ,"['Biden', 'call', '100', 'days', 'masks', 'inauguration', 'No', 'exceptions', '.', 'Fk', 'You🙄', 'website_name']",12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 97, 23, 28, 43, 158, 93, 4458, 1, 4459, 4460, 6]",-0.296,0.0
682,"Biden will puzxle the world... No one knows, even himself, what he is going to think and specially to say... ","['Biden', 'puzxle', 'world', '...', 'No', 'one', 'knows', ',', 'even', ',', 'going', 'think', 'specially', 'say', '...']",15,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4461, 188, 17, 93, 49, 289, 3, 92, 3, 37, 55, 4462, 63, 17]",-0.296,0.0
683,Waiting for Putin to congratulate Biden maybe? ,"['Waiting', 'Putin', 'congratulate', 'Biden', 'maybe', '?']",6,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1764, 1093, 1134, 2, 337, 8]",0.4939,2.0
684,"LYING, CHEATING, BIDEN WILL NEVER BE MY PRESIDENT! ","['LYING', ',', 'CHEATING', ',', 'BIDEN', 'WILL', 'NEVER', 'BE', 'MY', 'PRESIDENT', '!']",11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 372, 3, 462, 3, 35, 411, 279, 412, 463, 157, 4]",-0.807,0.0
685,In a few years you will postpone Biden interviews because of some breaking news from Beniamin Mincu and Elrond. Mark my words. ,"['In', 'years', 'postpone', 'Biden', 'interviews', 'breaking', 'news', 'Beniamin', 'Mincu', 'Elrond', '.', 'Mark', 'words', '.']",14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 112, 105, 4463, 2, 1420, 1229, 126, 4464, 4465, 4466, 1, 4467, 957, 1]",-0.2263,0.0
686,"I feel like I've done something good for the country by making sure that Donald Trump is not going to be president for four more years,” Biden said. ","['I', 'feel', 'like', 'I', ""'ve"", 'done', 'something', 'good', 'country', 'making', 'sure', 'Donald', 'Trump', 'going', 'president', 'four', 'years', ',', '”', 'Biden', 'said', '.']",22,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 489, 21, 7, 111, 225, 202, 98, 125, 499, 127, 200, 10, 37, 34, 437, 105, 3, 40, 2, 61, 1]",0.7717,1.0
687,Pretty sure this means Biden wins all 538 electoral votes. ,"['Pretty', 'sure', 'means', 'Biden', 'wins', '538', 'electoral', 'votes', '.']",9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4468, 127, 304, 2, 191, 4469, 370, 29, 1]",0.8481,2.0
688,Hey: we know about Biden's cat. What more do you want? ,"['Hey', ':', 'know', 'Biden', ""'s"", 'cat', '.', 'What', 'want', '?']",10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 972, 13, 31, 2, 5, 1620, 1, 78, 66, 8]",0.144,2.0
689,"Come on - as a Coloradan - we voted for Biden, Hickenlooper, Colorado Democratic controlled state congress! This ass got in but don't put us voters who worked hard down. ","['Come', '-', 'Coloradan', '-', 'voted', 'Biden', ',', 'Hickenlooper', ',', 'Colorado', 'Democratic', 'controlled', 'state', 'congress', '!', 'This', 'ass', 'got', ""n't"", 'put', 'us', 'voters', 'worked', 'hard', '.']",25,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1230, 51, 4470, 51, 72, 2, 3, 4471, 3, 2420, 737, 2421, 193, 2422, 4, 80, 306, 70, 9, 176, 90, 165, 1138, 511, 1]",-0.484,0.0
690,What Biden not talking about her? ,"['What', 'Biden', 'talking', '?']",4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 2, 254, 8]",0.0,2.0
691,"Not to mention, we will all have a red social credit score card anyway bc of our Twitter use. China's social credit system is being thought about in the Biden camp, you know it is.... ","['Not', 'mention', ',', 'red', 'social', 'credit', 'score', 'card', 'anyway', 'bc', 'Twitter', 'use', '.', 'China', ""'s"", 'social', 'credit', 'system', 'thought', 'Biden', 'camp', ',', 'know', '....']",24,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 153, 1168, 3, 1117, 902, 252, 4472, 1621, 921, 571, 452, 330, 1, 91, 5, 902, 252, 381, 238, 2, 911, 3, 31, 136]",0.6369,0.0
692,Strangely then all the dead covid victims voted for Biden. Weird! ,"['Strangely', 'dead', 'covid', 'victims', 'voted', 'Biden', '.', 'Weird', '!']",9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4473, 794, 944, 4474, 72, 2, 1, 4475, 4]",-0.8687,0.0
693,"Biden did not win the election. A gang of nominees dropped out before super Tuesday as Bernie was walking away with the democratic nomination. Of course, with a little help from other dems ","['Biden', 'win', 'election', '.', 'A', 'gang', 'nominees', 'dropped', 'super', 'Tuesday', 'Bernie', 'walking', 'away', 'democratic', 'nomination', '.', 'Of', 'course', ',', 'little', 'help', 'dems']",22,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 64, 19, 1, 106, 2423, 1584, 617, 4476, 1526, 222, 1466, 338, 2174, 1971, 1, 241, 319, 3, 461, 169, 679]",0.4998,0.0
694,Kellyanne Conway acknowledges Biden as apparent winner of the presidential election website_name ,"['Kellyanne', 'Conway', 'acknowledges', 'Biden', 'apparent', 'winner', 'presidential', 'election', 'website_name']",9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 556, 637, 730, 2, 731, 335, 390, 19, 6]",0.5859,2.0
695,"Biden Could Get Medicare4All Without Congress, But He Won't website_name via ","['Biden', 'Could', 'Get', 'Medicare4All', 'Without', 'Congress', ',', 'But', 'He', 'Wo', ""n't"", 'website_name', 'via']",13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1231, 380, 4477, 4478, 173, 3, 88, 27, 1564, 9, 6, 56]",0.0,2.0
696,damn... biden based for a 2nd time? ,"['damn', '...', 'biden', 'based', '2nd', 'time', '?']",7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 632, 17, 46, 1622, 2424, 82, 8]",0.0,0.0
697,The Biden'd will really like the Tennis Courts you built. I'm sure and Don aren't using them. Start Packing. ,"['The', 'Biden', ""'d"", 'really', 'like', 'Tennis', 'Courts', 'built', '.', 'I', ""'m"", 'sure', 'Don', ""n't"", 'using', '.', 'Start', 'Packing', '.']",19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 2, 214, 132, 21, 4479, 2425, 1623, 1, 7, 67, 127, 1624, 9, 692, 1, 1625, 4480, 1]",0.624,2.0
698,Fauci To Meet With Biden's 'Landing' Team For First Time website_name website_name ,"['Fauci', 'To', 'Meet', 'With', 'Biden', ""'s"", ""'Landing"", ""'"", 'Team', 'For', 'First', 'Time', 'website_name', 'website_name']",14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 141, 4481, 342, 2, 5, 4482, 41, 983, 271, 440, 1194, 6, 6]",0.0,2.0
699,Well it looks like #Biden is saving on rent. His temp office is an abandoned #theater. ,"['Well', 'looks', 'like', '#', 'Biden', 'saving', 'rent', '.', 'His', 'temp', 'office', 'abandoned', '#', 'theater', '.']",15,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 248, 673, 21, 11, 2, 1626, 1507, 1, 524, 4483, 48, 4484, 11, 2426, 1]",0.1531,0.0
700,And you said it would crash if Biden was elected. WRONG!!!!! ,"['And', 'said', 'would', 'crash', 'Biden', 'elected', '.', 'WRONG', '!', '!', '!', '!', '!']",13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 61, 16, 226, 2, 122, 1, 1907, 4, 4, 4, 4, 4]",-0.5951,0.0
701,Everything Trimble complains about has applied throughout the duration of the GFA. The WA preserves the status quo. Biden and the EU understand that. ,"['Everything', 'Trimble', 'complains', 'applied', 'throughout', 'duration', 'GFA', '.', 'The', 'WA', 'preserves', 'status', 'quo', '.', 'Biden', 'EU', 'understand', '.']",18,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2427, 4485, 4486, 2310, 4487, 4488, 4489, 1, 14, 4490, 4491, 876, 2428, 1, 2, 1372, 350, 1]",-0.3818,2.0
702,"If it wasn't for the fraud Biden would have got minus 500,000 votes in Detroit. Open your eyes! ","['If', ""n't"", 'fraud', 'Biden', 'would', 'got', 'minus', '500,000', 'votes', 'Detroit', '.', 'Open', 'eyes', '!']",14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 9, 50, 2, 16, 70, 4492, 4493, 29, 2429, 1, 2121, 602, 4]",0.521,0.0
703,Joe Biden is restoring economic confidence! ,"['Joe', 'Biden', 'restoring', 'economic', 'confidence', '!']",6,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 2, 4494, 486, 931, 4]",0.6996,1.0
704,How Biden's Climate Plans Will Shake Up Global Energy Markets website_name ,"['How', 'Biden', ""'s"", 'Climate', 'Plans', 'Will', 'Shake', 'Up', 'Global', 'Energy', 'Markets', 'website_name']",12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 99, 2, 5, 835, 2430, 242, 4495, 1419, 4496, 4497, 4498, 6]",0.1027,2.0
705,there's no point in arguing with him anymore. He's at the point where he just regurgitates the same stuff no matter what you say to him. He lost his ability to think critically and have civil argument. His reality check will just have to be Biden's inauguration. ,"[""'s"", 'point', 'arguing', 'anymore', '.', 'He', ""'s"", 'point', 'regurgitates', 'stuff', 'matter', 'say', '.', 'He', 'lost', 'ability', 'think', 'critically', 'civil', 'argument', '.', 'His', 'reality', 'check', 'Biden', ""'s"", 'inauguration', '.']",28,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 277, 4499, 948, 1, 27, 5, 277, 4500, 802, 513, 63, 1, 27, 134, 2431, 55, 4501, 806, 709, 1, 524, 702, 890, 2, 5, 158, 1]",-0.8316,0.0
706,Yes Joe Biden will finally do that after Trump's destruction ,"['Yes', 'Joe', 'Biden', 'finally', 'Trump', ""'s"", 'destruction']",7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 156, 12, 2, 1627, 10, 5, 2432]",-0.25,2.0
707,"Twas the night before Biden was coming to town; the creature was raving, from 'IT' was this clown. Traps and destruction were laid out with care; in hopes the new boss would be caught unaware website_name ","['Twas', 'night', 'Biden', 'coming', 'town', ';', 'creature', 'raving', ',', ""'IT"", ""'"", 'clown', '.', 'Traps', 'destruction', 'laid', 'care', ';', 'hopes', 'new', 'boss', 'would', 'caught', 'unaware', 'website_name']",25,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4502, 436, 2, 610, 4503, 18, 2433, 4504, 3, 4505, 41, 847, 1, 4506, 2432, 4507, 363, 18, 4508, 103, 2434, 16, 594, 4509, 6]",0.128,0.0
708,"Ok now since Bobby helped Trump carry Florida and JOPA voted Biden in Pennsylvania, can Coach Bowden get a pardon and get them dadgummed wins back? #riggedNCAA website_name ","['Ok', 'since', 'Bobby', 'helped', 'Trump', 'carry', 'Florida', 'JOPA', 'voted', 'Biden', 'Pennsylvania', ',', 'Coach', 'Bowden', 'get', 'pardon', 'get', 'dadgummed', 'wins', 'back', '?', '#', 'riggedNCAA', 'website_name']",24,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1628, 179, 4510, 328, 10, 1425, 2167, 4511, 72, 2, 807, 3, 4512, 4513, 36, 982, 36, 4514, 191, 114, 8, 11, 4515, 6]",0.802,2.0
709,Where's this energy with joe biden tulsi ,"['Where', ""'s"", 'energy', 'joe', 'biden', 'tulsi']",6,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 853, 5, 984, 245, 46, 4516]",0.2732,2.0
710,Jenn Pellegrino highlights the Federalist piece on Joe Biden's “magical”... website_name via ,"['Jenn', 'Pellegrino', 'highlights', 'Federalist', 'piece', 'Joe', 'Biden', ""'s"", '“', 'magical', '”', '...', 'website_name', 'via']",14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4517, 4518, 4519, 4520, 1163, 12, 2, 5, 39, 4521, 40, 17, 6, 56]",0.0,2.0
711,The BIDEN EFFECT! Way to go Joe!!! ,"['The', 'BIDEN', 'EFFECT', '!', 'Way', 'go', 'Joe', '!', '!', '!']",10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 35, 4522, 4, 651, 119, 12, 4, 4, 4]",0.0,1.0
712,Little known fact – that Biden's support for Thatcher in 1982 was not the first time that the US helped kick Argie ass? Lexington Raid 1831 anyone? p.101 👇 website_name ,"['Little', 'known', 'fact', '–', 'Biden', ""'s"", 'support', 'Thatcher', '1982', 'first', 'time', 'US', 'helped', 'kick', 'Argie', 'ass', '?', 'Lexington', 'Raid', '1831', 'anyone', '?', 'p.101', '👇', 'website_name']",25,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 533, 385, 285, 430, 2, 5, 190, 534, 535, 38, 82, 74, 328, 477, 536, 306, 8, 537, 538, 539, 166, 8, 540, 478, 6]",-0.2869,2.0
713,"Everyone is mortal as Trump has reminded us. He should have reassigned Fauci to the basement with Biden when he had the chance before this fiasco of an ""election"". Lesson learned! ","['Everyone', 'mortal', 'Trump', 'reminded', 'us', '.', 'He', 'reassigned', 'Fauci', 'basement', 'Biden', 'chance', 'fiasco', '``', 'election', ""''"", '.', 'Lesson', 'learned', '!']",20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 862, 1232, 10, 4523, 90, 1, 27, 4524, 57, 748, 2, 300, 4525, 26, 19, 25, 1, 2115, 4526, 4]",-0.3802,0.0
714,You'd think. With Biden coming in next month it feels like a hollow victory? ,"['You', ""'d"", 'think', '.', 'With', 'Biden', 'coming', 'next', 'month', 'feels', 'like', 'hollow', 'victory', '?']",14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 214, 55, 1, 342, 2, 610, 155, 457, 1233, 21, 2435, 273, 8]",0.3612,2.0
715,Biden's world has now started...lol...😂 And you must be aBiden by the rules...😉 ,"['Biden', ""'s"", 'world', 'started', '...', 'lol', '...', '😂', 'And', 'must', 'aBiden', 'rules', '...', '😉']",14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 188, 1128, 17, 551, 17, 1181, 53, 196, 4527, 2436, 17, 2020]",0.0,2.0
716,CNN Execs Protect Biden By Dismissing And Refusing To Pursue Pedophilia ... website_name via You are unbelievably despicable. ,"['CNN', 'Execs', 'Protect', 'Biden', 'By', 'Dismissing', 'And', 'Refusing', 'To', 'Pursue', 'Pedophilia', '...', 'website_name', 'via', 'You', 'unbelievably', 'despicable', '.']",18,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 2437, 2438, 2, 1234, 1629, 53, 1630, 141, 1631, 2439, 17, 6, 56, 33, 2440, 2198, 1]",-0.0258,0.0
717,Bro you obviously didn't see the streets when the media said joe Biden won! your a joke!! ,"['Bro', 'obviously', ""n't"", 'see', 'streets', 'media', 'said', 'joe', 'Biden', '!', 'joke', '!', '!']",13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2286, 2441, 9, 76, 4528, 371, 61, 245, 2, 4, 804, 4, 4]",0.7767,0.0
718,Oh FFS! Trump just trying to give Biden more shit to fix once he takes office. Trump administration appoints loyalists Corey Lewandowski and David Bossie to Defense Business Board website_name ,"['Oh', 'FFS', '!', 'Trump', 'trying', 'give', 'Biden', 'shit', 'fix', 'takes', 'office', '.', 'Trump', 'administration', 'appoints', 'loyalists', 'Corey', 'Lewandowski', 'David', 'Bossie', 'Defense', 'Business', 'Board', 'website_name']",24,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 287, 2381, 4, 10, 181, 135, 2, 217, 399, 244, 48, 1, 10, 47, 4529, 4530, 4531, 4532, 1235, 4533, 1434, 895, 4534, 6]",-0.7974,0.0
719,Looking forward to seeing another massive Trump crowd! Something Mr. Hurt my Toe Biden could never pull off! #Trump2020Lanslide ,"['Looking', 'forward', 'seeing', 'another', 'massive', 'Trump', 'crowd', '!', 'Something', 'Mr.', 'Hurt', 'Toe', 'Biden', 'could', 'never', 'pull', '!', '#', 'Trump2020Lanslide']",19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2442, 501, 1405, 383, 662, 10, 1422, 4, 2200, 447, 4535, 4536, 2, 60, 115, 985, 4, 11, 4537]",-0.6103,1.0
720,Who in the hell cares? Why don't you ask McConnell if he's talked to Biden? How about McConnell stating that Biden is in fact the President-Elect? ,"['Who', 'hell', 'cares', '?', 'Why', ""n't"", 'ask', 'McConnell', ""'s"", 'talked', 'Biden', '?', 'How', 'McConnell', 'stating', 'Biden', 'fact', 'President-Elect', '?']",19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 299, 618, 608, 8, 237, 9, 52, 197, 5, 1056, 2, 8, 99, 197, 4538, 2, 285, 295, 8]",-0.4836,0.0
721,Looks llke t will be 8 million more votes for President elect Biden than for lame duck donnie boy! 51.5% is more than 46.8% And now he is admitting the entire #TrumpCrimeSyndicate need pardons for their many crimes. #TraitorTrumpAdmitsGuilt website_name ,"['Looks', 'llke', '8', 'million', 'votes', 'President', 'elect', 'Biden', 'lame', 'duck', 'donnie', 'boy', '!', '51.5', '%', '46.8', '%', 'And', 'admitting', 'entire', '#', 'TrumpCrimeSyndicate', 'need', 'pardons', 'many', 'crimes', '.', '#', 'TraitorTrumpAdmitsGuilt', 'website_name']",30,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1076, 4539, 792, 121, 29, 15, 195, 2, 1020, 1305, 4540, 2443, 4, 4541, 94, 4542, 94, 53, 4543, 680, 11, 4544, 85, 2444, 162, 1196, 1, 11, 4545, 6]",-0.2244,0.0
