,Tweet Text,Sentiment
795,   💙 💙 💙 i ’m very happy that president biden is already having discussions with dr fauci .,positive
796,         joe biden won the popular vote by 7 million . hart lost her race by 6 votes . not the best comparison,positive
797,""" hear that soul - crushing sound ? it ’s donald trump choking on election results he still ca n’t seem to swallow . "" 
 great piece by  

 "" [ a]ll six states where he contested the election and demanded recounts have certified joe biden as the winner . "" 
 ",positive
798,   this is really good news . biden will step back and let the dr do his job,positive
799,"  _ panetta now , the inevitable question of tying that to the release of the two michaels - if it were biden , i 'd be more reassured . but trump ?",positive
800,"     when and hopefully if the sc rules correctly , what r all these dems & amp ; biden supporters gon na claim . why does n’t biden have boots on the ground now and debunk these fraud allegations now ?",positive
801,"agree that this fraud is serious . unfortunately , the elected a republicans in house and senate are ready to “ move on ” and elect biden . “ hi hum what ’s the big deal ? ”   “ who cares ? ”",positive
802,biden says one of his first acts as president will be to ask americans to commit to wearing a mask for 100 days  ,positive
803,   that was very nice of president biden to do that . he ’s been the only one acting like president for about the past 30 days . and the only one with common sense to use people smarter than him to handle the pandemic . imagine if we had that the last four years . trumps a phucking idiot,positive
804,"  _ nb      i really really wish i could emmigrate to canada . even after the biden win , because this country is not done getting screwed by the trump family nor his cult . 😔",positive
805,"  _ c_krebs how much effort has been put into confirming that there were actually 70 million legal trump votes ? as hard as i try , i ca n’t stop myself from assuming that trump supporters would be far more likely to cheat the voting system than biden supporters .",positive
806,"starting 20 january , the chicoms will easily be able elevate their "" blackmail , bribery and covert influence "" to target members of : 
 - the new first family 
 - the biden cabinet 
 - the oval office itself",positive
807,"   yes , but coming from the hypocrite marsha blackburn who was okay in 2016 calling trump the   president elect but now now when biden has won in a landslide ! now that is hypocrisy !",positive
808,"     to trump everyone is a speed bump waiting to happen .  

 nice pic with another clown who questioned biden ’s faith . lou dolt ( new name ) . i guess he believes trump is a true man of faith ... in some parallel universe .... maybe .",positive
809,"breaking : biden 's national popular vote lead just surpassed 7 million ( 4.5 % ) ... 

 biden 81,264,673 ( 51.3 % ) 
 trump 74,210,838 ( 46.9 % ) 

 # elections2020 # election2020results   # trumplost",positive
810,"     10,000 . biden won by 8 times that amount",positive
811,"   i 'm simon . i have all the best words , including barack obama . working on flyin ' with biden . i eat veggies but also eggs and chicken . i have 2 cats and i chase them around . it 's good for them . listening to scott simon on saturday is one of my routines . he was named for me .  ",positive
812,   i ’m sure the communist party will do just that in the senate passed the laws to benefit china . trump said if biden wins china wins .,positive
813,"     hahaha , massive ? ?   hahaha , this is biden you are talking about . oh , and btw , do n't believe this fear porn , it is 100 % bs .",positive
814,"    
 the best possible senate outcome would be on january 20th , biden announces that 5 or 6 republican senators have switched parties .",positive
815,       well first he and his family would have needed to committ a crime . and this is n’t the    family . trump and his family actually helped america and did n’t sell us like the crook biden,positive
816,"   so glad to see you support her ! this is a phenomenal resume , she ’s just right for omb job , after four years of damage & amp ; neglect by hack mulvaney . this is a great choice ; since biden won so decisively . health care , covid relief , all good # forthepeople # forwardtogether # ourtimenow",positive
817,"   and no , i do n’t expect biden to be better . but i wish he would be . i ’d like to see him find a tibetan american or muslim american activist as our chinese diplomat to cause maximal problems .",positive
818,     biden cheated .. trump won !,positive
819,' last decade to save the planet ' : group puts forth 50 bold climate actions for biden -    via  ,positive
820,"no need for the “ breaking ” tag . joe biden ’s message on covid was a nice mirage for , “ i am just going to continue what we have been doing ” .",positive
821,why are we pushing to have members of our congress leave congress to join biden 's administration ; especially in states where a democrat replacement is n't guaranteed ?   we lost enough democrats in november .,positive
822,georgia matters : biden pledges to hike taxes to bush administration levels    ,positive
823,"   stip gap stimulus no xtra unemployment no direct payments , until president biden takes the reigns . i m gon na start charging you pretty soon or you could give me free stuff .",positive
824,   you are great . congrats on your landslide re election . keep biden on his toes .,positive
825,     then why did biden do better in rural areas,positive
826,         apparently i need to turn on my sarcasm font . of course biden won . i misread your earlier comment .,positive
827,"covid-19 is real , masks work , biden is the new president and i do n’t care if this offends you snowflake . now # stfu  ",positive
828,"        _ jordan lmao ok . go wait for your next q drop to guide you on how to best get on your knees for dear leader . please keep donating money to his grift fund . wait for the storm and the kraken . i m sure itl be any day now . you re not a fool , its just the world around u ! best of luck . biden won",positive
829,"just like obama drank the water   in flint !    clinton did n’t have sex with that woman , bush voted for biden !    lol such trust worthy guys !",positive
830,     the big guys sleepy joe biden he needs to go home and go to bed yeah the real president that i like,positive
831,"another far left proposal by biden . holding on to that maniac fauci . while he asked the best expert available , but atlas shrugged .",positive
832,"           no , biden will either step down because of health or kamala will run and win in 2024 . does that make enough sense ?",positive
833,   100 % sure nato is setting up the board for escalation with russia if joe biden is indeed confirmed,positive
834,"   80 % of people were worse off after obama than before . and the party is so insular i do n't think they were even aware of it . they certainly ran in 2016 as if they were n't . 
 if biden does that again , we will have trump again .",positive
835,"  _ mosheim        if the dems do n’t take the senate and either the house or biden ’s doj does n’t investigate the shit out of this administration , 2022 will be a slaughter that makes gallipoli look like a filene‘s sale . and while the dems will deserve it , we the people will have to pay the price .",positive
836,     promises promises promises at the end of the day joe biden has never delivered in 47 years what makes you think he will now .,positive
837,   we are doomed . but it ’s ok . biden will not be the president .,positive
838,"     i plan to ask joe biden to kiss my ass . 
 i guess we both have pipe dreams .",positive
839,biden pls shut down our country in january i m literally begging you  ,positive
840,# ivankaforprison # lockherup pence biden florida # covid_19 rudy giuliani blm antifa barr proud boys great reset moderna lindsey graham kushner twitter krebs michigan sidney powell # diaperdon # nobodylikeskelly eric kemp # cnntapes mueller martial law us i # trumpcrimefamily telegram  ,positive
841,   does n’t matter what biden is told to think . his career is over .,positive
842,best news we 've had since biden won the presidency . 👍 👍 👍,positive
843,  _ jordan   watching you on fox . you are going to be sad when your puppet is n’t around . you said trump had more supporters at his rally then biden . so trump had to win.just because biden chose not to effect his supporters . does not mean he was n’t supported .,positive
844,   good thing biden is # notourpresident,positive
845,       the last laugh is going to be on you joe biden will never make the presidency,positive
846,     if you believe biden won you are wrong .,positive
847,"   the now clear evidence of fraud should be headline news worldwide ,   wow ... its over for biden",positive
848,"   well , at least we ’ve gotten them to the point where they can acknowledge that biden won and has an administration to select for .",positive
849,     buuuttt maybe god 's plan is to have biden / harris win . mmmm ?,positive
850,"still waiting for an interview about the biden voter . 

 i have voted in every election i could since i turned 18 . 

 i help vote out trump . 

 talk to me",positive
851,   you have millions of people dying with covid .   wanna be a president of the united states and worry about them and go on tv and talk about them and let the families of the ones that passed away that you care ? ? ! ! ! ! ! do something ! ! ! all you care about is biden 's elect ! ! ! ! !,positive
852,"    _ da_beast630 the fact that georgia wo n't audit signatures and the 3 am biden ballot dumps are n't even being investigated makes me believe there is no interest in finding out what actually went down . the left had better get ready for a lot of hardcore maga people to be saying "" not my president """,positive
853,"     overall the american population chose to take the view of "" our constitutional right "" , rather than follow local , state or federal advice . 

 that is what you get in the land of the "" i know my rights "" 

 i hope biden gets the national co - operation , he is looking for .",positive
854,report : corrupt joe biden would like to keep corrupt chris wray as fbi chief via    ,positive
855,"hey , donald ... is n't it weird that biden keeps getting votes ? ! even after election day ? even under such scrutiny ? i think it 's demons summoned from hell doing it . you 'd best have rudy pursue this right away !",positive
856,"until trump 's concession or the inauguration , i wo n't be dragging biden 's admin , policies , or his nominees .   the situation is still too tenuous . 

 however 

 # bidenharris won 
 # trumpisanationaldisgrace",positive
857,"terrific news . "" joe biden asks anthony fauci , the federal coronavirus expert , to become his chief medical adviser ""    via  ",positive
858," 
 the chinese communist party is interested in the outcome of usa presidential election for which a mr . biden can join ccp in helping our economy to grow and prosper .  
 中国共产党对美国总统选举结果非常感兴趣，我们看到拜登先生可以加入我们的中国共产党，帮助我们的经济成长和繁荣 。",positive
859,a lot of people are going to be confused and angry when biden does nothing to punish trump or his lackeys . i hope it opens some eyes,positive
860,"i mean , if mandates and store policies wo n't force antimaskers to wear one , biden , who they view as an illegitimate president , will convince them to voluntarily do so ?   lol",positive
861,     damn so according to ur math trump rallies + election day = 100 mil trump to 81 mil biden ?   this is actually progress since ur clearly saying biden did receive 81 million votes .   now the extra 30 mil ur giving trump ... lmao .. yeah u go ahead and   find 30 mil votes,positive
862,"    _ girl           _ allyo            thanks for including me corey james ! 💙 

 followed & amp ; rt'd 

 in 48 more days we get to call joe biden , our president of the united states . 

 ca n't wait for # 45transitiontoprison  ",positive
863,"      _ polls      maaaaaaaybe . if biden had won nc i would 100 % agree with you that the scandal sunk him . but i honestly do n’t know if it moved the needle much either way . whatever the reason , it sucks . 🤷 🏻‍ ♂ ️",positive
864,     biden is a professional politician .   we will have to see how that plays out . at least he has appointed an experienced team of people who know what they 're doing . more concerned with the scorched earth trump is leaving re iran .,positive
865,   @_michaelem      and succeeded on some very important levels . his achievements will become clearer in time ( to be honest after six months of biden!)l,positive
866,"   this should be headline news worldwide ,   wow ... its over for biden",positive
867,i encourage beattie to use this perch to write a courageous expose of biden and his folks anonymously for the nyt . and subsequently to parley that into a book deal .,positive
868,"me in 2016 : cabinet ? administration ? who and the what now ? 
 me in 2020 : fangirling every single one of biden 's appointments and eagerly waiting for the next .",positive
869,"     she 's so "" fearless "" she bent the knee and endorsed biden ........... yeah .............",positive
870,   they busy trying to curry favor with biden,positive
871,"we all knew biden won the precedency , trump needs to start packing - up his items from the white house because biden is moving in january 20th , 2021 👏 👏 👏 # bidenharriswon",positive
872,"we can not understand why biden does n't want an election that is not illegal ... biden wants power and also wants not to be convicted of "" pay yo play "" schemes throughout his 47 + years in office ... how else did he acquire his millions ... where is hunter ?",positive
873,               man go sit down somewhere ... u sound crazy . just like the out going pres .    we the ppl gave spoken . biden in . and our state ( ga ) is blue . i love it ! !   😄 😄 😂 😂,positive
874,   that 's rediculous ...... but that s a liberal mind for ya . the virus is china 's . the vaccines were encouraged and developed under trump . the only thing biden can take credit for is he went 47 years in govt . and accomplished absolutely nothin .,positive
875,"       its not really the oh / pa border though - the line runs along the appalachian ridge in pa . biden improved 5 % or so in all of eastern pa outside philly , but barely at all in western pa",positive
876,  _ milano all that for joe biden ?   wow ...,positive
877,     basically everything under biden and kam mal a ... everything is free .... what a jole,positive
878,"great news . 

 president biden is n't all kosher about # trumpcrimefamilyforprison2021 pardons ...",positive
879,"trump will sell oil and gas leases in alaska ’s arctic national wildlife refuge in early january , further accelerating his last - ditch effort to allow drilling there by leases to be in the hands of oil companies before president - elect biden is sworn in 
 ",positive
880,     california handed biden 11 million votes . ny handed him 5 million . thank you california as well ! 😊,positive
881,   biden is already doing great things for this country considering the shit storm trump and his minions left it .,positive
882,"   i 'd be , "" joe biden just won the election "" , happy .",positive
883,"   see when joe biden is in the presidential offices again justice , rule of law , and our constitution will be restored .    ",positive
884,   joe biden should nt be offering help to anyone when he ca nt even play with his dog without getting injured ... im surprised the idiot left has nt blamed president trump for that,positive
885,"       i ’m just really upset that biden won , though . even if that means that justice won , i ’m still allowed to be upset about it.l because i was hoping that trump would win .",positive
886,""" i asked him to stay on the exact same role he 's had for the past several presidents , and i asked him to be a chief medical adviser for me as well , and be part of the covid team , "" biden said .  ",positive
887,"asking for a friend : how many days will biden spend playing golf during his presidency ... compared to # thebiggestloser   ? 

 also , will trump 's prison have a putting green ?",positive
888,"   the now clear evidence of fraud should be headline news worldwide ,   wow ... its over for biden",positive
889,"   omg , i thought the same thing !   i was waiting for jim carrey to show up as joe biden .    love ya   ... you inspire me as a mom to girls to remain active against injustice !   so critical in this political environment where women are being referred to as “ nasty & amp ; monsters ”",positive
890,"     i agree completely , we need to lock up every single democrat biden voter for disloyalty to trump . make them register as second class citizens and limit their access to food , medical care and clean water , and humanely watch them starve to death . it ’s the only way forward . # maga",positive
891,"great president . i like hem , , great joe biden 2020 president of america and , hem loving the european union comletly , bicouse i wishing this s.",positive
892,   biden has undue faith in the willingness of americans to be smart .,positive
893,willie is the last to get the bigger picture ! kamala harris is the1st woman to be the vice president and of course the 1st black woman ! she helped biden get the win by leaps and bounds over any other pick would have ! who knows what lies ahead ? do n't ask willie ! ! blm ! !,positive
894,"best news of the day , doctor fauci is going to be part of team biden ! ! !",positive
895,"       actually you would have to take both ca ( 5 m ) and new york ( 2 m ) out .   stupid game .   if you take out the 20 non - battleground red states you would have removed about the same combined population as ny and ca , and trump won those combined by almost as much as biden won ca and ny .",positive
896,"hello leadership ! 
 thank you    for caring about american lives . 🙏 🏻 

 president biden will ask americans to wear a mask for his first 100 days of presidency . 
 ",positive
897,"welcome to fakeville ! just published "" does biden ’s victory offer any hope to palestinians ? ""  ",positive
898,"   well of course , biden 's compromised and the most corrupt "" elected "" potus ever ! 
 so unbelievably corrupt , so deep , 
 for so long !  ",positive
899,"the trump administration , family and organization can not be another   nixon/ watergate resolve or biden will be a 1 term president . a full execution of justice is a must for america to heal .",positive
900,   it may very well depend on it .   and they better make sure there ’s a lot more safeguards in place . but as long as the ballots for trump / biden are in question should n’t all those questionable ballots also be checked for senatorial votes ?,positive
901,"joe biden says he will ask americans to commit to 100 days of wearing masks as one of his first acts as president . 
  ",positive
902,"pope francis joins joe biden : "" build back better "" is their agenda    via  ",positive
903,"       of course they are n’t going to come out and tell you that this is the plan , but i guarantee it will happen under a biden administration",positive
904,"     also worth noting here , it looks like dmb did n’t outrun biden at all , mirroring results elsewhere in the country . that said , i would be interested in seeing if their county level results are the same .",positive
905,     in biden ’s defense he does n’t know who he is,positive
906,"   play on words ( biden won the election , or trump won the election )",positive
907,"     she voted "" present "" on impeaching trump . but then endorsed biden .",positive
908,"   you think that is funny , wait for the biden press conferences ... four years of pure gold coming",positive
909,     lemme get this straight .. i ca n’t even use a coupon twice but the voting machines can magically rescan ballots multiple times ? 🤣 and all for biden at that .,positive
910,   if biden were to hire you dave what would you want to be in his administration,positive
911,"   step 1 ) biden virtues signals with masks mandate 2 ) states begin to re - open / economy starts again 3 ) media consensus machine stops covering deaths / cases 4 ) biden takes credit for ending covid , consensus machine applauds 5 ) people believe biden ended covid",positive
912,breaking # foxnews alert : joe biden just revealed what he 's going to ask you to do on inauguration day .,positive
913,"breaking news 
 joe biden says he will ask americans to commit to 100 days of wearing masks as one of his first acts as president .  ",positive
914,"   wow , this was reported more thoroughly than hunter biden .   wonder why .   to bad we do n't have tapes or your management meetings .",positive
915,"       basically 4 justices rejected the case , yes procedurally .   2 other justices said yea we wo n't grant your relief .   good chance the case gets denied , atleast when it comes to overturning biden 's win .",positive
916,""" in conclusion , the sound partnership between the united states and the uae is highly likely to survive , even thrive , in the biden era "" l   _ pollock _    
 # كيوبوست 
   # uae # usa 
 ",positive
917,breaking # foxnews alert : joe biden just revealed what he 's going to ask you to do on inauguration day .,positive
918,biden is already trying to take credit for the work the trump administration did,positive
919,now that ’s a fine dressed man . he ’s planning to wear the same tie to president biden ’s inauguration . 🙏  ,positive
920,this is n’t the first person to suggest a trump pardon . no thanks to this idea . part of the reason biden was elected is to bring light to all of the crimes,positive
921,     biden supporters believe men are women and women are men . they ’re definitely all about the science ! !,positive
922,"agree 100 % . 

 if biden goes anywhere near any trump schlep , imma gon na have a coronary .",positive
923,   the news has no say who wins anything!!! ... so # fakebidenwin ... biden is not will never be president !  ,positive
924,"although alliances can be a useful means to achieve common ends , biden views them as permanent subsidies for other nations .  ",positive
925,       even 1/3 democrats believe this election was stolen from donald trump . even if the deep state is successful at installing biden . it will be impossible for him to be successful as potus ...,positive
926,this all could 've been different if only biden had won the youth vote .. 🙃,positive
927,   everyone knows trump got the vaccine biden has never done anything for himself once again he would take credit for something he did n’t do,positive
928,"   you do n’t care much about your journalism reputation do you ?   when biden takes office in january since he won the election far and square , your word will mean nothing . stay on trumps train and i ’ll bet you ’ll seen be looking for a new profession .",positive
929,   well thankfully biden will never be president . # cnnfakenews,positive
930,"what a thrill to talk with christopher lydon on one of my favorite shows ,   . i hope you will listen to our discussion of america 's role in the world from fdr to trump and biden :  ",positive
931,"   wow . "" this election was fair ! "" 

 watch now    youtube 

 waiting for # trump counsel to close with final 10 minutes to rebuke # damndems saying we have no proof ! 
 first pic # biden lawyer 
 sec pic # trump lawyer  ",positive
932,"i can not be the only american who is ultra - excited for joe biden to appoint more qualified women to important positions in our nation ’s government , as we move forward . 
 the democratic party must be the party that prioritizes empowering all women .  ",positive
933,"chinese agents can easily influence president - elect joe biden 's incoming administration , a us intelligence official has said . the chinese were also focusing on people close to mr biden 's team . 

 in comparison to trump team , biden team is much easier and softer .",positive
934,president elect biden can you help all americans know how they will actually get the virus where they do not have to stand in line with many people like a voting line which i also did not do and mail in was the option ..... help with this and i may get the vaccine .,positive
935,   relax . you ’re 31 . got elected at 29 . probably graduated college at 22 ?   let ’s bump the brakes on the “ most of my adult life ”,positive
936,   biden won the election . how do those beans taste trump,positive
937,what the hell are djt 's supporters to do when they are told to stop the steal and count every vote and then told not to register or vote in the upcoming run - off next month in georgia .   god do n't like disinformation .   biden won the election . the d 's will win those 2 senate seats !  ,positive
938,   every time i hear about a biden - harris appointment - it ’s like i ’ve had a martini . i ’m serious . it ’s like ok - i can take a deep breath .,positive
939,i love this photo ! it ’s trump seeing the party on the day biden won .,positive
940,biden to ask public to wear masks for 100 days : president - elect to cnn : i 'll be happy to get a coronavirus vaccine and will get it publicly .    arutzsheva  ,positive
941,  _ 9494 yeah for sure . i sure hope its not biden . next four years . that 'll be the end for america,positive
942,   how care what biden says as far as i am concerned he can go jump off a train going 100 miles an hour,positive
943,"  _ purp i like what he posts but he goes on epic retweet sprees that totally jam up my shit . i read pretty much everything the people i follow post , and i had to unfollow him yesterday because i could n’t keep up with the timeline .",positive
944,"   his competitor also gained 10 million more votes than he did in 2016 and set records for new voter registrations but biden won ! ! ! yeah , right 😂 😂 😂 😂",positive
945,so trump will leave a huge mess when biden takes over . oonly a scum like trump would do this . glad your gone  ,positive
946,     congratulations president elect biden and vice president elect harris . why are you afraid of these words,positive
947,   thanks for the introduction to these folks .   such a comfort to know smart people are helping the president - elect biden administration .,positive
948,"        _ 7                        wow . "" this election was fair ! "" 

 watch now    youtube 

 waiting for # trump counsel to close with final 10 minutes to rebuke # damndems saying we have no proof ! 
 first pic # biden lawyer 
 sec pic # trump lawyer  ",positive
949,"biden to ask americans to wear masks for 100 days -   

 the president - elect says he expects universal masking will bring a “ significant reduction ” in covid-19 . 

 bbc news 
 newsatw",positive
950,"see this guy,5guys used to let us go in as long as you wore a mask order and sit 🪑. at designated tables the entire 9months of horseshit , until just recently '' he'' 😣 just called all of a sudden like instant diareah '' no more dine in . ''-time magazine declared biden won , but oh?-  ",positive
951,"   biden 's "" team "" could n't even pull off what would have been the perfect election fraud . the voting machines were programmed to give him an inconspicuous win , and they screwed that up with overkill .",positive
952,"i know we ’re over politics but the senate majority will be determined in georgia in january , any energy you have that remains should be focused there ! if biden has a democratic senate stuff may actually like , get done .",positive
953,"i just want to look every mystified "" but biden could n't have won ! "" person in the eye and calmly ask them to consider that everything the dems have said over the last 4++ years is actually true .",positive
954,"this is fascinating ! but in reading the “ quote tweets ” on dave ’s tweet , i ’m not sure everyone who read this understands that biden still won nyc by 50 + points ! this is a small quibble i have about focusing only on trend lines without providing context of the share of vote .",positive
955,well waddaya know- president - elect biden is actually gon na abide by the law .   gon na be a nice change of pace . # bidenharris2020 # trumpispathetic,positive
956,"   wow . "" this election was fair ! "" 

 watch now    youtube 

 waiting for # trump counsel to close with final 10 minutes to rebuke # damndems saying we have no proof ! 
 first pic # biden lawyer 
 sec pic # trump lawyer  ",positive
957,"   wow , ap . the court said the case needs to go through lower courts first - nothing is "" doomed . "" 

 also , biden is the only one guilty of subverting a win . you 're a joke . i 'm interested why you 've yet to cover the recently revealed footage ?",positive
958,"     candid camera ? the joke show ? 

 yes , that is what this is .. a joke . say it with me .... 
 trump is a joke . 

 someone was there obviously if they ’re video taping ? 

 it wo n’t change the fact the huge majority voted for biden legally ... trump # diaperdonald lost .  ",positive
959,"america , i seriously need everyone to retweet this message as many times as possible . tell al sharpton and the rest of the so - called civil rights leader to shut up and let president biden elect the administration that he feels that will do the best job shut up , shut up ,   shut up !",positive
960,"the next two months look critical , as the outgoing trump administration seeks to cement its anti - iran agenda and increasingly assertive regional actors jockey to strengthen their positions ahead of the handover to biden . read the full story ( free ):  ",positive
961,"         lol . gaslighting 101 . have n’t watched the hearings , have n’t seen any of the evidence , and common sense has no space in your world . you really believe biden won fairly . go on about your life . ignorance is bliss .",positive
962,"             biden has been a public servant for 40 + years and has multiple multi million dollar houses .... yea you right the left is all perfect . so if trump is lining his pockets while his net worth has went down half a billion dollars since office , and biden somehow has that .... yea idk .",positive
963,great new biden team members- read the thread :,positive
964,"feeling spurned by trump , u.n . sees redemption in biden and team    ",positive
965,"republicans demand probe into padilla 's $ 35 m grant to biden - linked firm , claim ' misuse ' of taxpayer funds  ",positive
966,this ! and free reality winner as well .   biden 's first pardons .,positive
967,     jeez biden is very optimistic or demented if he thinks he can last 100 days … # bidenwasnotelected,positive
968,   i am a native american but i did n't get mine . can you please tell biden to send my gift card ?,positive
969,"   proposed nomination of sally q. yates . . . 

 . . . formerly deputy attorney general in the obama and ( all too briefly ) trump administrations , as attorney general in the incoming biden - harris regime :   "" justice over partisan sycophancy . "" 

 ",positive
970,     i ’m sorry everyone was saying for months that biden was in the back pocket of china but you just said they love trump more so pick one,positive
971,"     i will oblige on one condition : biden gives a live press conference , with coherent sentences , everyday for those 100 days . 

 the second he says , “ i promise to murflesmurdlegirken ” the mask comes off .",positive
972,"i asked my brother , who is conservative but voted for the libertarian candidate , if he thought that biden won or if trump would win it in the end",positive
973,"   wow . "" this election was fair ! "" 

 watch now    youtube 

 waiting for # trump counsel to close with final 10 minutes to rebuke # damndems saying we have no proof ! 
 first pic # biden lawyer 
 sec pic # trump lawyer  ",positive
974,"   we ’ve come a long way from 1,000 points of light to 100 days or masks . biden has already ruined 2021 and it is n’t here yet . we should start huge rallies for burning the face diapers in public like hippies did with draft cards and feminists with their bras",positive
975,"        _ ratcliffe proposed nomination of sally q. yates . . . 

 . . . formerly deputy attorney general in the obama and ( all too briefly ) trump administrations , as attorney general in the incoming biden - harris regime :   "" justice over partisan sycophancy . "" 

 ",positive
976,"        _ danny      you can whatever you want , lol , biden will not be the next fdr , not even close .",positive
977,"   many republican senators have had successful careers prior to going into public service .   they worked smarter , not harder .   u should b concerned with all senators who have made their millions while being in public office .   like biden , pelosi , feinstein , schumer .....",positive
978,"      _ acumen neoliberal endorsements from pelosi and biden for senate races were a way bigger gift to the gop lmao , mcconnell just got the freest election of his life because democrats would ’ve rather pumped 170mil into a “ pro - trump democrat ” ( mcgrath ’s own words ) than a populist . awful take",positive
979,   i actually want the biden justice department to still represent him . just very poorly,positive
980,biden to ask americans to wear masks for 100 days . excellent suggestion . make it a mandate !  ,positive
981,"  
  

 why is it that you do n't give a warning of a "" disputed claim : when outlet after outlet , celeb after celeb , deep state puppet after puppet claim biden won the election ? 

 i want an answer .",positive
982,   yeah .   a lot of people voted for biden .   especially mail in .   duh,positive
983,"  _ da    remember biden said he did n't need our votes to win the presidential election ? now we know why joe biden said , we have put together   the most extensive and inclusive voter fraud organization in the history of american politics . ”he sounded like he was bragging when he said it , too",positive
984,"     the now clear evidence of fraud should be headline news worldwide ,   wow ... its over for biden",positive
985,"oppsss ... caught red handed    wow , how convenient extra biden ballots when everyone was asked to leave for the night ? is n’t that the playbook of the democrats scumbags",positive
986,   serious question : if this is true without a shadow of a doubt- can joe biden still be president ?,positive
987,""" i do n't want to scare anybody "" - joe biden says 250,000 americans will die from covid in the next few weeks -- not closing down joe -- learn to multi task like red states ! !   ( video )    via  ",positive
988,        _ jp whatever happened to the laptop ? that holy grail that was going to bring biden down ? rudy seems to be really good at not producing any physical evidence for any of his allegations .,positive
989,"   so will all the votes for voss and dittrich be tossed out too , or jus the votes for biden ? seems like a great plan ....",positive
990,what ’s joe biden ’s plan for taylor ’s 21st b day party,positive
991,the great reset can not be complete until america is placed under u.n . authority – joe biden pledged tuesday to make that a reality  ,positive
992,   yes it is .... and his name is joe biden .,positive
993,"haha ! 

 # trump # trumpspeech # byebyetrump # yourefired # biden # trumpcrimefamily",positive
994,   well that ’s wishful thinking ! biden needs to move in to a nursing home and call it good .,positive
995,   so refreshing to have a president showing leadership by having a plan and clear messaging ! ! ! biden ’s calm and confident tone is exactly what americans voted for !,positive
996,yes ! ! ! i have n't stopped wearing a mask since this whole thing started . glad to see dr . fauci is being asked to become an advisor for the biden administration .,positive
997,"   "" just 100 days to mask , not forever . 100 days . and i think we 'll see a significant reduction "" in covid-19 infections , biden said",positive
998,  _ info_pro      where did i claim biden wanted to make the vaccine mandatory ?,positive
999,"breaking biden says federal mask mandate . unfortunately not until january 20th . for 100 days . 

 if everyone would start now we ’d save about 100,000 lives .",positive
1000,"   the fear i have is trump wants credit for vaccines so he will say “ covid is over , restaurants are open ” but he knows huge spikes will occur weeks after people feel safe to return in droves and he will then point at biden and say “ what a disaster , i had vaccines all ready to go ”",positive
1001,   most people will be vaccinated before 100 days is over .   will he still require masks .   biden is like an 8th grade class president trying to run the country .   he 's so in over his plugged head .,positive
1002,"if the answers are anything but : 1 ) joe biden is president -elect , he won ! 2 ) only the weak still support this vanity effort by donald trump ! 3 ) yes bi - partisanship should become the value of the day again , all in congress should accept joe biden as the legitimate winner !",positive
1003,"   proposed nomination of sally q. yates . . . 

 . . . formerly deputy attorney general in the obama and ( all too briefly ) trump administrations , as attorney general in the incoming biden - harris regime :   "" justice over partisan sycophancy . "" 

 ",positive
1004,   can mr . biden invite the 4 former presidents to participate in the inauguration ?,positive
1005,"     wow . "" this election was fair ! "" 

 watch now    youtube 

 waiting for # trump counsel to close with final 10 minutes to rebuke # damndems saying we have no proof ! 
 first pic # biden lawyer 
 sec pic # trump lawyer  ",positive
1006,cnn exclusive : biden says he will ask americans to wear masks for the first 100 days he 's in office,positive
1007,"   ladies and gentlemen , the 46th president of the united states and first lady of the united states joe and jill biden and their dog champ .  ",positive
1008,"   my understanding ( i 'm not a lawyer ) is that both the states and the feds make laws about controlled substances .   so , the biden admin may not be able to ( or want to ) chg the law , but they would n't necessarily be aggressive about enforcing fed law in states that have legalized .",positive
1009,"     remember biden said he did n't need our votes to win the presidential election ? now we know why joe biden said , we have put together   the most extensive and inclusive voter fraud organization in the history of american politics . ”he sounded like he was bragging when he said it , too",positive
1010,"i pray that you will feel more safe and secure with the departure of trump , and the arrival of a real president for the people -- joe biden ! !",positive
1011,   fauci must have felt like a voice in the desert with trump and how courages of fauci to keep speaking the truth . biden made the right choice,positive
1012,"  _ gangster              considering georgia had just adopted them , i 'd guess that it was for troubleshooting .   and none of this addresses the fact that the hand count of paper ballots still came up for biden .   which did n't use dominions system , apparently .",positive
1013,"as reported on the   , the nation 's top disease expert dr . anthony fauci one of the top members in the white house covid-19 task force for the current administration is expected to be served as chief medical officer for the joe biden administration come january .",positive
1014,    _ n    did n’t say you had to take my word . and i voted for biden fyi,positive
1015,       what an absolute disgrace holtz has made out of receiving this award . he ’s trash . along with anybody else that supports trump . he openly questions biden ’s faith while backing trump . be better jack . because this is where your pal is heading next month .  ,positive
1016,"  _ jordan biden has a 55 % approval rating and he has not been sworn in yet 
 trump approval is in the dumpster 
 trump is a failure 
 trump l o s t per 81 million americans",positive
1017,"   i do n’t mind . they deserve it . however , i do mind biden getting rich and being a political slave of china .",positive
1018,"     i 'm pretty a true american would never vote for trump , it does n't add up . he must have somehow stolen 74 million votes from biden .",positive
1019,"     tim i agree , and barr may have evidence to trump monks hacking votes ,   to be handed off to biden .",positive
1020,i 'm remembering this one house i delivered a pizza to and i do nt like it . they had a biden / harris sign on their front lawn so i was automatically put off . who likes any politician that much . but at least it was nt a trump sign ...,positive
1021,breaking news : biden administration confirms great reset coming soon !    via  ,positive
